id,i_no,material_code,name,unit,i_qty,i_date,post_date,stor_loct,desc,bulan,no_unit,nama_unit,kelompok_unit,biaya_bbm
3384,2024102362,61000043,MINYAK SOLAR,LTR,86,2024-10-25,2024-10-25,ESG Warehouse,Solar- DT 29 KB 8315 VB,2024-10-31,DT 29,Dump Truck 29,Dump Truck,974993.9324902194
3385,2024102361,61000043,MINYAK SOLAR,LTR,102,2024-10-25,2024-10-25,ESG Warehouse,Solar- Tractor 14,2024-10-31,WT 14,Wheel Tractor 14,Wheel Tractor,1156388.1524883998
3386,2024102359,61000043,MINYAK SOLAR,LTR,144,2024-10-25,2024-10-25,ESG Warehouse,Solar- Backhoe Loader 04,2024-10-31,BL 04,Backho Loader 04,Backho Loader,1632547.9799836231
3387,2024102357,61000043,MINYAK SOLAR,LTR,140,2024-10-25,2024-10-25,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1587199.424984078
3388,2024102354,61000043,MINYAK SOLAR,LTR,200,2024-10-25,2024-10-25,ESG Warehouse,Solar- Motor Greader 05,2024-10-31,MG 05,Motor Greader 05,Motor Greader,2267427.7499772543
3389,2024102351,61000043,MINYAK SOLAR,LTR,100,2024-10-25,2024-10-25,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1133713.8749886272
3390,2024102350,61000043,MINYAK SOLAR,LTR,80,2024-10-25,2024-10-25,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,906971.0999909018
3391,2024102349,61000043,MINYAK SOLAR,LTR,60,2024-10-25,2024-10-25,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,680228.3249931763
3392,2024102348,61000043,MINYAK SOLAR,LTR,50,2024-10-25,2024-10-25,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3393,2024101908,61000043,MINYAK SOLAR,LTR,342,2024-10-24,2024-10-24,ESG Warehouse,Solar- Genset 24 - Kantor Esta,2024-10-31,Genset 24,Genset â€¦.. KVA Kantor ESG,Genset,3877301.452461105
3394,2024101907,61000043,MINYAK SOLAR,LTR,37,2024-10-24,2024-10-24,ESG Warehouse,Solar- Mobil KB 8233 VA (G12),2024-10-31,KB 8233 VA,Mobil KB 8233 VA,Mobil,419474.133745792
3395,2024101906,61000043,MINYAK SOLAR,LTR,30,2024-10-24,2024-10-24,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,340114.16249658813
3396,2024101905,61000043,MINYAK SOLAR,LTR,50,2024-10-24,2024-10-24,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,566856.9374943136
3397,2024101904,61000043,MINYAK SOLAR,LTR,57,2024-10-23,2024-10-23,ESG Warehouse,Solar- Mobil  KB 8166 VB  (G10,2024-10-31,KB 8166 VB,Mobil KB 8166 VB,Mobil,646216.9087435175
3398,2024101903,61000043,MINYAK SOLAR,LTR,48,2024-10-23,2024-10-23,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,544182.659994541
3399,2024101902,61000043,MINYAK SOLAR,LTR,38,2024-10-23,2024-10-23,ESG Warehouse,Solar- DT 38 KB 8373 VA,2024-10-31,DT 38,Dump Truck 38,Dump Truck,430811.27249567833
3400,2024101901,61000043,MINYAK SOLAR,LTR,73,2024-10-23,2024-10-23,ESG Warehouse,Solar- DT BIN  01 KB 8013 VB,2024-10-31,BIN 01,BIN System 01,BIN System,827611.1287416978
3401,2024101900,61000043,MINYAK SOLAR,LTR,30,2024-10-23,2024-10-23,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,340114.16249658813
3402,2024101899,61000043,MINYAK SOLAR,LTR,144,2024-10-23,2024-10-23,ESG Warehouse,Solar- Backhoe Loader 04,2024-10-31,BL 04,Backho Loader 04,Backho Loader,1632547.9799836231
3403,2024101898,61000043,MINYAK SOLAR,LTR,150,2024-10-23,2024-10-23,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1700570.8124829407
3404,2024101897,61000043,MINYAK SOLAR,LTR,180,2024-10-23,2024-10-23,ESG Warehouse,Solar- Excavator 16,2024-10-31,Exca 16,Excavator 16,Excavator,2040684.974979529
3405,2024101896,61000043,MINYAK SOLAR,LTR,150,2024-10-23,2024-10-23,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1700570.8124829407
3406,2024101895,61000043,MINYAK SOLAR,LTR,50,2024-10-23,2024-10-23,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3407,2024120993,61000043,MINYAK SOLAR,LTR,90,2024-12-10,2024-12-10,CPO RM S/L,u/ BBM- Compactor 04 SAKAI ,2024-12-31,CP 04,Compactor 04,Compactor,980065.8260771655
3408,2024101894,61000043,MINYAK SOLAR,LTR,50,2024-10-23,2024-10-23,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,566856.9374943136
3409,2024101654,61000043,MINYAK SOLAR,LTR,32,2024-10-22,2024-10-22,ESG Warehouse,Solar- Tractor 22,2024-10-31,WT 22,Wheel Tractor 22,Wheel Tractor,362788.4399963607
3410,2024101653,61000043,MINYAK SOLAR,LTR,54,2024-10-22,2024-10-22,ESG Warehouse,Solar- DT 29 KB 8315 VB,2024-10-31,DT 29,Dump Truck 29,Dump Truck,612205.4924938587
3411,2024101652,61000043,MINYAK SOLAR,LTR,73,2024-10-22,2024-10-22,ESG Warehouse,Solar- DT 12 KB 8443 VA,2024-10-31,DT 12,Dump Truck 12,Dump Truck,827611.1287416978
3412,2024101651,61000043,MINYAK SOLAR,LTR,63,2024-10-22,2024-10-22,ESG Warehouse,Solar- Mobil DT 10 KB 8441 VA,2024-10-31,DT 10,Dump Truck 10,Dump Truck,714239.7412428351
3413,2024101650,61000043,MINYAK SOLAR,LTR,76,2024-10-22,2024-10-22,ESG Warehouse,Solar- Tractor 24,2024-10-31,WT 24,Wheel Tractor 24,Wheel Tractor,861622.5449913567
3414,2024101649,61000043,MINYAK SOLAR,LTR,28,2024-10-22,2024-10-22,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,317439.8849968156
3415,2024101648,61000043,MINYAK SOLAR,LTR,46,2024-10-22,2024-10-22,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,521508.3824947685
3416,2024101647,61000043,MINYAK SOLAR,LTR,50,2024-10-22,2024-10-22,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,566856.9374943136
3417,2024101646,61000043,MINYAK SOLAR,LTR,50,2024-10-22,2024-10-22,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3418,2024101645,61000043,MINYAK SOLAR,LTR,189,2024-10-21,2024-10-21,ESG Warehouse,Solar- Genset 09 - ESG VI,2024-10-31,Genset 09,Genset 25 KVA Div 5 Timur,Genset,2142719.2237285054
3419,2024101644,61000043,MINYAK SOLAR,LTR,365,2024-10-21,2024-10-21,ESG Warehouse,Solar- Genset 06 - Kantor Esta,2024-10-31,Genset 06,Genset 25 KVA Div 3 Timur,Genset,4138055.643708489
3420,2024101643,61000043,MINYAK SOLAR,LTR,68,2024-10-21,2024-10-21,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,770925.4349922665
3421,2024101642,61000043,MINYAK SOLAR,LTR,34,2024-10-21,2024-10-21,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,385462.7174961332
3422,2024101641,61000043,MINYAK SOLAR,LTR,120,2024-10-21,2024-10-21,ESG Warehouse,Solar- Tractor 18,2024-10-31,WT 18,Wheel Tractor 18,Wheel Tractor,1360456.6499863523
3423,2024101640,61000043,MINYAK SOLAR,LTR,60,2024-10-21,2024-10-21,ESG Warehouse,Solar- DT 38 KB 8373 VA,2024-10-31,DT 38,Dump Truck 38,Dump Truck,680228.3249931763
3424,2024101639,61000043,MINYAK SOLAR,LTR,180,2024-10-21,2024-10-21,ESG Warehouse,Solar- Excavator 16,2024-10-31,Exca 16,Excavator 16,Excavator,2040684.974979529
3425,2024101638,61000043,MINYAK SOLAR,LTR,130,2024-10-21,2024-10-21,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1473828.037485215
3426,2024101637,61000043,MINYAK SOLAR,LTR,50,2024-10-21,2024-10-21,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3427,2024101636,61000043,MINYAK SOLAR,LTR,50,2024-10-21,2024-10-21,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,566856.9374943136
3428,2024101494,61000043,MINYAK SOLAR,LTR,68,2024-10-19,2024-10-19,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,770925.4349922665
3429,2024101493,61000043,MINYAK SOLAR,LTR,45,2024-10-19,2024-10-19,ESG Warehouse,Solar- Mobil  KB 8166 VB  (G10,2024-10-31,KB 8166 VB,Mobil KB 8166 VB,Mobil,510171.24374488223
3430,2024101491,61000043,MINYAK SOLAR,LTR,107,2024-10-19,2024-10-19,ESG Warehouse,Solar- Tractor 14,2024-10-31,WT 14,Wheel Tractor 14,Wheel Tractor,1213073.846237831
3431,2024101489,61000043,MINYAK SOLAR,LTR,66,2024-10-19,2024-10-19,ESG Warehouse,Solar- DT 29 KB 8315 VB,2024-10-31,DT 29,Dump Truck 29,Dump Truck,748251.1574924939
3432,2024101487,61000043,MINYAK SOLAR,LTR,57,2024-10-19,2024-10-19,ESG Warehouse,Solar- Mobil KB 8233 VA (G12),2024-10-31,KB 8233 VA,Mobil KB 8233 VA,Mobil,646216.9087435175
3433,2024101485,61000043,MINYAK SOLAR,LTR,36,2024-10-19,2024-10-19,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,408136.9949959058
3434,2024101483,61000043,MINYAK SOLAR,LTR,144,2024-10-19,2024-10-19,ESG Warehouse,Solar- Backhoe Loader 04,2024-10-31,BL 04,Backho Loader 04,Backho Loader,1632547.9799836231
3435,2024101481,61000043,MINYAK SOLAR,LTR,200,2024-10-19,2024-10-19,ESG Warehouse,Solar- Motor Greader 05,2024-10-31,MG 05,Motor Greader 05,Motor Greader,2267427.7499772543
3436,2024101479,61000043,MINYAK SOLAR,LTR,160,2024-10-19,2024-10-19,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1813942.1999818035
3437,2024101477,61000043,MINYAK SOLAR,LTR,100,2024-10-19,2024-10-19,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1133713.8749886272
3438,2024101476,61000043,MINYAK SOLAR,LTR,120,2024-10-19,2024-10-19,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,1360456.6499863523
3439,2024101474,61000043,MINYAK SOLAR,LTR,40,2024-10-18,2024-10-18,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,453485.5499954509
3440,2024101472,61000043,MINYAK SOLAR,LTR,33,2024-10-18,2024-10-18,ESG Warehouse,Solar- Tractor 22,2024-10-31,WT 22,Wheel Tractor 22,Wheel Tractor,374125.5787462469
3441,2024101471,61000043,MINYAK SOLAR,LTR,30,2024-10-18,2024-10-18,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,340114.16249658813
3442,2024101468,61000043,MINYAK SOLAR,LTR,77,2024-10-18,2024-10-18,ESG Warehouse,Solar- DT BIN  01 KB 8013 VB,2024-10-31,BIN 01,BIN System 01,BIN System,872959.6837412429
3443,2024101465,61000043,MINYAK SOLAR,LTR,40,2024-10-18,2024-10-18,ESG Warehouse,Solar- Crauler 02,2024-10-31,CL 02,Crawler 02,Crawler,453485.5499954509
3444,2024101464,61000043,MINYAK SOLAR,LTR,150,2024-10-18,2024-10-18,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1700570.8124829407
3445,2024101462,61000043,MINYAK SOLAR,LTR,100,2024-10-18,2024-10-18,ESG Warehouse,Solar- Excavator 16,2024-10-31,Exca 16,Excavator 16,Excavator,1133713.8749886272
3446,2024101461,61000043,MINYAK SOLAR,LTR,40,2024-10-18,2024-10-18,ESG Warehouse,Solar- Excavator 13,2024-10-31,Exca 13,Excavator Mini 13,Excavator Mini,453485.5499954509
3447,2024101459,61000043,MINYAK SOLAR,LTR,50,2024-10-18,2024-10-18,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3448,2024101458,61000043,MINYAK SOLAR,LTR,40,2024-10-18,2024-10-18,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,453485.5499954509
3449,2024101456,61000043,MINYAK SOLAR,LTR,27,2024-10-17,2024-10-17,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,306102.74624692934
3450,2024101454,61000043,MINYAK SOLAR,LTR,64,2024-10-17,2024-10-17,ESG Warehouse,Solar- DT 38 KB 8373 VA,2024-10-31,DT 38,Dump Truck 38,Dump Truck,725576.8799927214
3451,2024101452,61000043,MINYAK SOLAR,LTR,40,2024-10-17,2024-10-17,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,453485.5499954509
3452,2024101449,61000043,MINYAK SOLAR,LTR,77,2024-10-17,2024-10-17,ESG Warehouse,Solar- DT 12 KB 8443 VA,2024-10-31,DT 12,Dump Truck 12,Dump Truck,872959.6837412429
3453,2024101448,61000043,MINYAK SOLAR,LTR,32,2024-10-17,2024-10-17,ESG Warehouse,Solar- Mobil DT 10 KB 8441 VA,2024-10-31,DT 10,Dump Truck 10,Dump Truck,362788.4399963607
3454,2024101446,61000043,MINYAK SOLAR,LTR,120,2024-10-17,2024-10-17,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,1360456.6499863523
3455,2024101445,61000043,MINYAK SOLAR,LTR,200,2024-10-17,2024-10-17,ESG Warehouse,Solar- Motor Greader 05,2024-10-31,MG 05,Motor Greader 05,Motor Greader,2267427.7499772543
3456,2024101443,61000043,MINYAK SOLAR,LTR,160,2024-10-17,2024-10-17,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1813942.1999818035
3457,2024101442,61000043,MINYAK SOLAR,LTR,70,2024-10-17,2024-10-17,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,793599.712492039
3458,2024101440,61000043,MINYAK SOLAR,LTR,50,2024-10-17,2024-10-17,ESG Warehouse,Solar- Excavator 13,2024-10-31,Exca 13,Excavator Mini 13,Excavator Mini,566856.9374943136
3459,2024101439,61000043,MINYAK SOLAR,LTR,50,2024-10-17,2024-10-17,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3460,2024101436,61000043,MINYAK SOLAR,LTR,54,2024-10-16,2024-10-16,ESG Warehouse,Solar- Mobil  KB 8166 VB  (G10,2024-10-31,KB 8166 VB,Mobil KB 8166 VB,Mobil,612205.4924938587
3461,2024101435,61000043,MINYAK SOLAR,LTR,365,2024-10-16,2024-10-16,ESG Warehouse,Solar- Genset 24 - Kantor Esta,2024-10-31,Genset 24,Genset â€¦.. KVA Kantor ESG,Genset,4138055.643708489
3462,2024101433,61000043,MINYAK SOLAR,LTR,192,2024-10-16,2024-10-16,ESG Warehouse,Solar- Genset 09 - ESG VI,2024-10-31,Genset 09,Genset 25 KVA Div 5 Timur,Genset,2176730.639978164
3463,2024101432,61000043,MINYAK SOLAR,LTR,72,2024-10-16,2024-10-16,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,816273.9899918116
3464,2024101431,61000043,MINYAK SOLAR,LTR,62,2024-10-16,2024-10-16,ESG Warehouse,Solar- DT 29 KB 8315 VB,2024-10-31,DT 29,Dump Truck 29,Dump Truck,702902.6024929489
3465,2024101430,61000043,MINYAK SOLAR,LTR,35,2024-10-16,2024-10-16,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,396799.8562460195
3466,2024101429,61000043,MINYAK SOLAR,LTR,144,2024-10-16,2024-10-16,ESG Warehouse,Solar- Backhoe Loader 04,2024-10-31,BL 04,Backho Loader 04,Backho Loader,1632547.9799836231
3467,2024101427,61000043,MINYAK SOLAR,LTR,180,2024-10-16,2024-10-16,ESG Warehouse,Solar- Excavator 16,2024-10-31,Exca 16,Excavator 16,Excavator,2040684.974979529
3468,2024101426,61000043,MINYAK SOLAR,LTR,150,2024-10-16,2024-10-16,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1700570.8124829407
3469,2024101425,61000043,MINYAK SOLAR,LTR,50,2024-10-16,2024-10-16,ESG Warehouse,Solar- Excavator 13,2024-10-31,Exca 13,Excavator Mini 13,Excavator Mini,566856.9374943136
3470,2024101423,61000043,MINYAK SOLAR,LTR,40,2024-10-16,2024-10-16,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,453485.5499954509
3471,2024101421,61000043,MINYAK SOLAR,LTR,72,2024-10-15,2024-10-15,ESG Warehouse,Solar- Mobil KB 8233 VA (G12),2024-10-31,KB 8233 VA,Mobil KB 8233 VA,Mobil,816273.9899918116
3472,2024101420,61000043,MINYAK SOLAR,LTR,112,2024-10-15,2024-10-15,ESG Warehouse,Solar- Tractor 14,2024-10-31,WT 14,Wheel Tractor 14,Wheel Tractor,1269759.5399872623
3473,2024101419,61000043,MINYAK SOLAR,LTR,35,2024-10-15,2024-10-15,ESG Warehouse,Solar- Tractor 22,2024-10-31,WT 22,Wheel Tractor 22,Wheel Tractor,396799.8562460195
3474,2024101418,61000043,MINYAK SOLAR,LTR,81,2024-10-15,2024-10-15,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,918308.238740788
3475,2024101417,61000043,MINYAK SOLAR,LTR,38,2024-10-15,2024-10-15,ESG Warehouse,Solar- Mobil DT 10 KB 8441 VA,2024-10-31,DT 10,Dump Truck 10,Dump Truck,430811.27249567833
3476,2024101416,61000043,MINYAK SOLAR,LTR,50,2024-10-15,2024-10-15,ESG Warehouse,Solar- Excavator 13,2024-10-31,Exca 13,Excavator Mini 13,Excavator Mini,566856.9374943136
3477,2024101414,61000043,MINYAK SOLAR,LTR,50,2024-10-15,2024-10-15,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,566856.9374943136
3478,2024101413,61000043,MINYAK SOLAR,LTR,50,2024-10-15,2024-10-15,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3479,2024101412,61000043,MINYAK SOLAR,LTR,150,2024-10-15,2024-10-15,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1700570.8124829407
3480,2024101411,61000043,MINYAK SOLAR,LTR,100,2024-10-15,2024-10-15,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,1133713.8749886272
3481,2024101276,61000043,MINYAK SOLAR,LTR,144,2024-10-14,2024-10-14,ESG Warehouse,Solar- Backhoe Loader 04,2024-10-31,BL 04,Backho Loader 04,Backho Loader,1632547.9799836231
3482,2024101275,61000043,MINYAK SOLAR,LTR,30,2024-10-14,2024-10-14,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,340114.16249658813
3483,2024101274,61000043,MINYAK SOLAR,LTR,413,2024-10-14,2024-10-14,ESG Warehouse,Solar- Genset 06 - Kantor Esta,2024-10-31,Genset 06,Genset 25 KVA Div 3 Timur,Genset,4682238.30370303
3484,2024101273,61000043,MINYAK SOLAR,LTR,413,2024-10-14,2024-10-14,ESG Warehouse,Solar- Genset 24 - Kantor Esta,2024-10-31,Genset 24,Genset â€¦.. KVA Kantor ESG,Genset,4682238.30370303
3485,2024101272,61000043,MINYAK SOLAR,LTR,88,2024-10-14,2024-10-14,ESG Warehouse,Solar- Tractor 18,2024-10-31,WT 18,Wheel Tractor 18,Wheel Tractor,997668.209989992
3486,2024101271,61000043,MINYAK SOLAR,LTR,56,2024-10-14,2024-10-14,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,634879.7699936312
3487,2024101270,61000043,MINYAK SOLAR,LTR,41,2024-10-14,2024-10-14,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,464822.68874533713
3488,2024101269,61000043,MINYAK SOLAR,LTR,69,2024-10-14,2024-10-14,ESG Warehouse,Solar- DT 29 KB 8315 VB,2024-10-31,DT 29,Dump Truck 29,Dump Truck,782262.5737421528
3489,2024101268,61000043,MINYAK SOLAR,LTR,52,2024-10-14,2024-10-14,ESG Warehouse,Solar- DT 38 KB 8373 VA,2024-10-31,DT 38,Dump Truck 38,Dump Truck,589531.2149940861
3490,2024101267,61000043,MINYAK SOLAR,LTR,180,2024-10-14,2024-10-14,ESG Warehouse,Solar- Excavator 16,2024-10-31,Exca 16,Excavator 16,Excavator,2040684.974979529
3491,2024101266,61000043,MINYAK SOLAR,LTR,70,2024-10-14,2024-10-14,ESG Warehouse,Solar- Excavator 19,2024-10-31,Exca 19,Excavator Mini 19,Excavator Mini,793599.712492039
3492,2024101265,61000043,MINYAK SOLAR,LTR,50,2024-10-14,2024-10-14,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3493,2024101264,61000043,MINYAK SOLAR,LTR,60,2024-10-14,2024-10-14,ESG Warehouse,Solar- Excavator 13,2024-10-31,Exca 13,Excavator Mini 13,Excavator Mini,680228.3249931763
3494,2024101263,61000043,MINYAK SOLAR,LTR,40,2024-10-14,2024-10-14,ESG Warehouse,Solar- Crauler 02,2024-10-31,CL 02,Crawler 02,Crawler,453485.5499954509
3495,2024101262,61000043,MINYAK SOLAR,LTR,66,2024-10-12,2024-10-12,ESG Warehouse,Solar- DT 12 KB 8443 VA,2024-10-31,DT 12,Dump Truck 12,Dump Truck,748251.1574924939
3496,2024101261,61000043,MINYAK SOLAR,LTR,32,2024-10-12,2024-10-12,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,362788.4399963607
3497,2024101260,61000043,MINYAK SOLAR,LTR,57,2024-10-12,2024-10-12,ESG Warehouse,Solar- DT BIN  01 KB 8013 VB,2024-10-31,BIN 01,BIN System 01,BIN System,646216.9087435175
3498,2024101259,61000043,MINYAK SOLAR,LTR,150,2024-10-12,2024-10-12,ESG Warehouse,Solar- Motor Greader 05,2024-10-31,MG 05,Motor Greader 05,Motor Greader,1700570.8124829407
3499,2024101258,61000043,MINYAK SOLAR,LTR,150,2024-10-12,2024-10-12,ESG Warehouse,Solar- Compactor 05,2024-10-31,CP 05,Compactor 05,Compactor,1700570.8124829407
3500,2024101257,61000043,MINYAK SOLAR,LTR,80,2024-10-12,2024-10-12,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,906971.0999909018
3501,2024101256,61000043,MINYAK SOLAR,LTR,50,2024-10-12,2024-10-12,ESG Warehouse,Solar- Excavator Mini 14,2024-10-31,Exca 14,Excavator Mini 14,Excavator Mini,566856.9374943136
3502,2024101255,61000043,MINYAK SOLAR,LTR,144,2024-10-11,2024-10-11,ESG Warehouse,Solar- Backhoe Loader 04,2024-10-31,BL 04,Backho Loader 04,Backho Loader,1632547.9799836231
3503,2024101254,61000043,MINYAK SOLAR,LTR,28,2024-10-11,2024-10-11,ESG Warehouse,Solar- DT 38 KB 8373 VA,2024-10-31,DT 38,Dump Truck 38,Dump Truck,317439.8849968156
3504,2024101253,61000043,MINYAK SOLAR,LTR,55,2024-10-11,2024-10-11,ESG Warehouse,Solar- Mobil  KB 8166 VB  (G10,2024-10-31,KB 8166 VB,Mobil KB 8166 VB,Mobil,623542.631243745
3505,2024101252,61000043,MINYAK SOLAR,LTR,45,2024-10-11,2024-10-11,ESG Warehouse,Solar- Mobil DT 10 KB 8441 VA,2024-10-31,DT 10,Dump Truck 10,Dump Truck,510171.24374488223
3506,2024101251,61000043,MINYAK SOLAR,LTR,51,2024-10-11,2024-10-11,ESG Warehouse,Solar- DT BIN  02 KB 762 XY,2024-10-31,BIN 02,BIN System 02,BIN System,578194.0762441999
3507,2024101250,61000043,MINYAK SOLAR,LTR,33,2024-10-11,2024-10-11,ESG Warehouse,Solar- Tractor 22,2024-10-31,WT 22,Wheel Tractor 22,Wheel Tractor,374125.5787462469
3508,2024101249,61000043,MINYAK SOLAR,LTR,36,2024-10-11,2024-10-11,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,408136.9949959058
3509,2024101131,61000043,MINYAK SOLAR,LTR,49,2024-10-10,2024-10-10,ESG Warehouse,Solar- DT 29 KB 8315 VB,2024-10-31,DT 29,Dump Truck 29,Dump Truck,555519.7987444273
3510,2024101130,61000043,MINYAK SOLAR,LTR,32,2024-10-10,2024-10-10,ESG Warehouse,Solar- Tractor 26,2024-10-31,WT 26,Wheel Tractor 26,Wheel Tractor,362788.4399963607
3511,2024101129,61000043,MINYAK SOLAR,LTR,30,2024-10-10,2024-10-10,ESG Warehouse,Solar- Tractor 23,2024-10-31,WT 23,Wheel Tractor 23,Wheel Tractor,340114.16249658813
3512,2024101128,61000043,MINYAK SOLAR,LTR,189,2024-10-10,2024-10-10,ESG Warehouse,Solar- Genset 09 - ESG VI,2024-10-31,Genset 09,Genset 25 KVA Div 5 Timur,Genset,2142719.2237285054
3513,2024101127,61000043,MINYAK SOLAR,LTR,200,2024-10-10,2024-10-10,ESG Warehouse,Solar- Motor Greader 05,2024-10-31,MG 05,Motor Greader 05,Motor Greader,2267427.7499772543
3514,2024101126,61000043,MINYAK SOLAR,LTR,80,2024-10-10,2024-10-10,ESG Warehouse,Solar- Buldozer Mini 04,2024-10-31,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,Bulldozer Mini,906971.0999909018
3515,2024101125,61000043,MINYAK SOLAR,LTR,160,2024-10-10,2024-10-10,ESG Warehouse,Solar- Excavator 11,2024-10-31,Exca 11,Excavator 11,Excavator,1813942.1999818035
