id,tanggal,bulan,periode,aktivitas,jenis_pekerjaan,jenis_pupuk,lokasi_blok,tt,status,estate,divisi,inti_plasma,hasil,sat,jumlah_tk,ket
1482,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J19,2011,TM,Mulau,4,Inti,2860.0,Kg,5.0,
1483,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J19,2020,TM,Mulau,4,Inti,162.0,Kg,1.0,
1484,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J18,2011,TM,Mulau,4,Inti,2206.0,Kg,4.0,
1485,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J18,2020,TM,Mulau,4,Inti,246.0,Kg,1.0,
1486,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J01,2011,TM,Mulau,4,Inti,304.0,Kg,1.0,
1487,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J01,2020,TM,Mulau,4,Inti,297.0,Kg,2.0,
1488,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J01,2022,TBM,Mulau,4,Inti,442.0,Kg,6.0,
1489,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J03,2022,TBM,Mulau,4,Inti,14.0,Kg,1.0,
1490,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J03,2021,TBM,Mulau,4,Inti,34.5,Kg,1.0,
1491,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J03,2012,TM,Mulau,4,Inti,357.0,Kg,1.0,
1492,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J24,2012,TM,Mulau,4,Plasma,206.0,Kg,1.0,
1493,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk NPK 13,Mulau-Aplikasi Pupuk NPK 13_TM,NPK 13,H38,2013,TM,Mulau,1,Plasma,396.0,Kg,14.0,
1494,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk NPK 12,Mulau-Aplikasi Pupuk NPK 12_TBM,NPK 12,H38,2021,TBM,Mulau,1,Plasma,400.0,Kg,14.0,
1495,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk NPK 12,Mulau-Aplikasi Pupuk NPK 12_TM,NPK 12,H45,2020,TM,Mulau,1,Plasma,178.0,Kg,14.0,
1496,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk NPK 12,Mulau-Aplikasi Pupuk NPK 12_TM,NPK 12,H39,2020,TM,Mulau,1,Plasma,281.0,Kg,14.0,
1497,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk NPK 13,Mulau-Aplikasi Pupuk NPK 13_TM,NPK 13,H39,2013,TM,Mulau,1,Plasma,600.0,Kg,14.0,
1498,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk NPK 13,Mulau-Aplikasi Pupuk NPK 13_TM,NPK 13,H39,2013,TM,Mulau,1,Plasma,1548.0,Kg,14.0,
1499,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Borate,Mulau-Aplikasi Pupuk Borate_TM,Borate,I01,2011,TM,Mulau,2,Inti,167.1,Kg,4.0,
1500,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Borate,Mulau-Aplikasi Pupuk Borate_TBM,Borate,I01,2022,TBM,Mulau,2,Inti,9435.0,Kg,4.0,
1501,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk Borate,Mulau-Aplikasi Pupuk Borate_TM,Borate,I03,2011,TM,Mulau,2,Inti,155.8,Kg,6.0,
1502,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk Borate,Mulau-Aplikasi Pupuk Borate_TBM,Borate,I03,2022,TBM,Mulau,2,Inti,0.59,Kg,6.0,
1503,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J17,2011,TM,Mulau,4,Inti,1597.0,Kg,4.0,
1504,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J17,2020,TM,Mulau,4,Inti,106.0,Kg,1.0,
1505,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J13,2011,TM,Mulau,4,Inti,1697.0,Kg,9.0,
1506,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J13,2020,TM,Mulau,4,Inti,361.0,Kg,2.0,
1507,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J14,2011,TM,Mulau,4,Inti,2637.0,Kg,3.0,
1508,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J14,2021,TBM,Mulau,4,Inti,833.25,Kg,4.0,
1509,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J14,2020,TM,Mulau,4,Inti,253.0,Kg,1.0,
1510,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J12,2011,TM,Mulau,4,Inti,2001.0,Kg,3.0,
1511,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J12,2020,TM,Mulau,4,Inti,439.5,Kg,1.0,
1512,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J12,2021,TBM,Mulau,4,Inti,726.75,Kg,3.0,
1513,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J12,2022,TBM,Mulau,4,Inti,160.0,Kg,1.0,
1514,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J09,2011,TM,Mulau,4,Inti,2376.0,Kg,8.0,
1515,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J09,2020,TM,Mulau,4,Inti,748.0,Kg,3.0,
1516,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J09,2021,TBM,Mulau,4,Inti,236.25,Kg,3.0,
1517,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J09,2022,TBM,Mulau,4,Inti,88.5,Kg,2.0,
1518,2024-03-25,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J52,2022,TBM,Mulau,5,Plasma,565.5,Kg,8.0,
1519,2024-03-25,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J60,2022,TBM,Mulau,5,Plasma,257.0,Kg,3.0,
1520,2024-03-25,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J35,2022,TBM,Mulau,5,Plasma,760.5,Kg,9.0,
1521,2024-03-25,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J36,2022,TBM,Mulau,5,Plasma,454.0,Kg,10.0,
1522,2024-03-25,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J37,2022,TBM,Mulau,5,Plasma,1041.5,Kg,10.0,
1523,2024-03-25,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J38,2022,TBM,Mulau,5,Plasma,84.5,Kg,1.0,
1524,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J62,2022,TBM,Mulau,5,Plasma,697.5,Kg,4.0,
1525,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J63,2022,TBM,Mulau,5,Plasma,794.0,Kg,5.0,
1526,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J64,2022,TBM,Mulau,5,Plasma,392.5,Kg,3.0,
1527,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J30,2021,TBM,Mulau,5,Plasma,2181.75,Kg,5.0,
1528,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J31,2020,TM,Mulau,5,Plasma,105.0,Kg,1.0,
1529,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J26,2022,TBM,Mulau,5,Plasma,22.0,Kg,1.0,
1530,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J30,2022,TBM,Mulau,5,Plasma,87.0,Kg,1.0,
1531,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J31,2022,TBM,Mulau,5,Plasma,9.5,Kg,1.0,
1532,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J32,2022,TBM,Mulau,5,Plasma,336.5,Kg,2.0,
1533,2024-03-26,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J33,2022,TBM,Mulau,5,Plasma,518.0,Kg,2.0,
1534,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J20,2020,TM,Mulau,5,Inti,60.0,Kg,1.0,
1535,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J21,2020,TM,Mulau,5,Inti,54.75,Kg,1.0,
1536,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J22,2020,TM,Mulau,5,Inti,39.75,Kg,1.0,
1537,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J23,2021,TBM,Mulau,5,Inti,86.25,Kg,1.0,
1538,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J28,2021,TBM,Mulau,5,Plasma,289.5,Kg,1.0,
1539,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J29,2020,TM,Mulau,5,Plasma,190.5,Kg,1.0,
1540,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J29,2021,TBM,Mulau,5,Plasma,279.0,Kg,1.0,
1541,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J32,2020,TM,Mulau,5,Plasma,300.75,Kg,2.0,
1542,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J32,2021,TBM,Mulau,5,Plasma,778.5,Kg,5.0,
1543,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J37,2021,TBM,Mulau,5,Plasma,423.75,Kg,9.0,
1544,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J38,2021,TBM,Mulau,5,Plasma,1036.5,Kg,9.0,
1545,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J54,2022,TBM,Mulau,5,Plasma,579.5,Kg,4.0,
1546,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J55,2022,TBM,Mulau,5,Plasma,614.5,Kg,4.0,
1547,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk NPK 12,Mulau-Aplikasi Pupuk NPK 12_TBM,NPK 12,J23,2021,TBM,Mulau,5,Inti,9.0,Kg,1.0,
1548,2024-03-27,2024-03-01,2024-04-01,Aplikasi Pupuk NPK 12,Mulau-Aplikasi Pupuk NPK 12_TM,NPK 12,J27,2020,TM,Mulau,5,Plasma,51.0,Kg,1.0,
1549,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J53,2022,TBM,Mulau,5,Plasma,1168.5,Kg,14.0,
1550,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J33,2020,TM,Mulau,5,Plasma,615.0,Kg,3.0,
1551,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J33,2021,TBM,Mulau,5,Plasma,183.75,Kg,2.0,
1552,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J26,2021,TBM,Mulau,5,Plasma,470.25,Kg,3.0,
1553,2024-03-28,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,J31,2011,TM,Mulau,5,Plasma,1748.0,Kg,11.0,
1554,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J16,2021,TBM,Mulau,5,Inti,156.75,Kg,2.0,
1555,2024-03-30,2024-03-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J42,2021,TBM,Mulau,5,Plasma,663.0,Kg,8.0,
1556,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,A13,2009,TM,Melamor,2,Inti,1096.0,Kg,3.25,
1557,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,A14,2009,TM,Melamor,2,Inti,1000.0,Kg,3.25,
1558,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,A13,2020,TM,Melamor,2,Inti,387.0,Kg,6.5,
1559,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A59,2022,TBM,Melamor,1,Plasma,227.0,Kg,3.0,
1560,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A58,2023,TBM,Melamor,1,Plasma,136.0,Kg,2.0,
1561,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A58,2022,TBM,Melamor,1,Plasma,188.0,Kg,3.0,
1562,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A57,2022,TBM,Melamor,1,Plasma,149.0,Kg,2.0,
1563,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A56,2022,TBM,Melamor,1,Plasma,100.0,Kg,2.0,
1564,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A54,2022,TBM,Melamor,1,Plasma,136.0,Kg,3.0,
1565,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A52,2022,TBM,Melamor,1,Plasma,405.0,Kg,5.0,
1566,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Sedadung-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,D26,2008,TM,Sedadung,4,Inti,1000.0,Kg,1.0,EMDEK
1567,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TBM,Borate,E10,2021,TBM,Sedadung,5,Inti,210.83,Kg,5.0,
1568,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TBM,Borate,E10,2022,TBM,Sedadung,5,Inti,10.05,Kg,1.0,
1569,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TBM,Borate,E10,2023,TBM,Sedadung,5,Inti,4.12,Kg,1.0,
1570,2024-04-02,2024-04-01,2024-04-01,Aplikasi Pupuk NPK 13,Mulau-Aplikasi Pupuk NPK 13_TM,NPK 13,H45,2013,TM,Mulau,1,Plasma,1456.0,Kg,12.0,
1571,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J59,2022,TBM,Mulau,5,Plasma,45.5,Kg,1.0,
1572,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J70,2022,TBM,Mulau,5,Plasma,75.5,Kg,2.0,
1573,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J71,2022,TBM,Mulau,5,Plasma,465.0,Kg,5.0,
1574,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J72,2022,TBM,Mulau,5,Plasma,801.5,Kg,9.0,
1575,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J73,2022,TBM,Mulau,5,Plasma,617.0,Kg,6.0,
1576,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J50,2022,TBM,Mulau,5,Plasma,99.75,Kg,1.0,
1577,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J51,2022,TBM,Mulau,5,Plasma,156.75,Kg,1.0,
1578,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J74,2022,TBM,Mulau,5,Plasma,120.5,Kg,1.0,
1579,2024-04-01,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,J75,2022,TBM,Mulau,5,Plasma,9.5,Kg,2.0,
1580,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,A14,2009,TM,Melamor,2,Inti,1390.0,Kg,9.5,
1581,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,A14,2020,TM,Melamor,2,Inti,321.0,Kg,3.5,
1582,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A44,2022,TBM,Melamor,1,Plasma,119.0,Kg,1.0,
1583,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A46,2022,TBM,Melamor,1,Plasma,61.0,Kg,0.5,
1584,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A46,2024,TBM,Melamor,1,Plasma,26.0,Kg,0.5,
1585,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A48,2022,TBM,Melamor,1,Plasma,415.0,Kg,5.0,
1586,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A48,2023,TBM,Melamor,1,Plasma,185.0,Kg,2.0,
1587,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A49,2022,TBM,Melamor,1,Plasma,484.0,Kg,5.0,
1588,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A50,2022,TBM,Melamor,1,Plasma,352.0,Kg,3.0,
1589,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Sedadung-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,D26,2008,TM,Sedadung,4,Inti,950.0,Kg,1.0,EMDEK
1590,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TBM,Borate,E04,2022,TBM,Sedadung,5,Inti,1.05,Kg,0.5,
1591,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TBM,Borate,E07,2022,TBM,Sedadung,5,Inti,4.4,Kg,0.5,
1592,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TBM,Borate,E01,2021,TBM,Sedadung,5,Inti,9.98,Kg,1.0,
1593,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TM,Borate,E01,2020,TM,Sedadung,5,Inti,39.45,Kg,1.0,
1594,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TM,Borate,E02,2020,TM,Sedadung,5,Inti,25.65,Kg,1.0,
1595,2024-04-03,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TM,Borate,E03,2020,TM,Sedadung,5,Inti,44.47,Kg,1.0,
1596,2024-04-04,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Tugang-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,G11,2009,TM,Tugang,3,Inti,2500.0,Kg,12.0,
1597,2024-04-04,2024-04-01,2024-04-01,Aplikasi Pupuk NPK CRF,Tugang-Aplikasi Pupuk NPK CRF_TM,NPK CRF,F09,2009,TM,Tugang,1,Inti,180.0,Kg,4.0,
1598,2024-04-04,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Sedadung-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,D25,2008,TM,Sedadung,4,Inti,2150.0,Kg,11.0,
1599,2024-04-04,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TBM,Borate,E13,2022,TBM,Sedadung,5,Inti,12.03,Kg,2.0,
1600,2024-04-04,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TBM,Borate,E13,2021,TBM,Sedadung,5,Inti,12.97,Kg,2.0,
1601,2024-04-05,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,A15,2009,TM,Melamor,2,Inti,3217.0,Kg,13.5,
1602,2024-04-05,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,A15,2020,TM,Melamor,2,Inti,44.0,Kg,0.5,
1603,2024-04-05,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,A31,2020,TM,Melamor,1,Plasma,4522.0,Kg,16.0,
1604,2024-04-05,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Tugang-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,G11,2009,TM,Tugang,3,Inti,1500.0,Kg,7.0,
1605,2024-04-05,2024-04-01,2024-04-01,Aplikasi Pupuk Borate,Sedadung-Aplikasi Pupuk Borate_TM,Borate,C20,2008,TM,Sedadung,2,Inti,379.0,Kg,3.0,
1606,2024-04-05,2024-04-01,2024-04-01,Aplikasi Pupuk Rock Phospate,Sedadung-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,D31,2009,TM,Sedadung,4,Inti,2783.0,Kg,10.0,
