id,tanggal,bulan,periode,aktivitas,jenis_pekerjaan,jenis_pupuk,lokasi_blok,tt,status,estate,divisi,inti_plasma,hasil,sat,jumlah_tk,ket
1,2024-01-03,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F31,2022,TBM,Tugang,2,Inti,550.0,Kg,8.0,
2,2024-01-04,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F23,2022,TBM,Tugang,2,Plasma,180.25,Kg,3.0,
3,2024-01-04,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F31,2022,TBM,Tugang,2,Inti,529.0,Kg,6.0,
4,2024-01-04,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F33,2022,TBM,Tugang,2,Plasma,50.0,Kg,1.0,
5,2024-01-04,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F24,2022,TBM,Tugang,2,Plasma,28.0,Kg,1.0,
6,2024-01-04,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F34,2022,TBM,Tugang,2,Plasma,50.0,Kg,1.0,
7,2024-01-04,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F24,2022,TBM,Tugang,2,Plasma,19.2,Kg,1.0,
8,2024-01-04,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F24,2022,TBM,Tugang,2,Plasma,52.8,Kg,1.0,
9,2024-01-04,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F35,2022,TBM,Tugang,2,Plasma,300.0,Kg,4.0,
10,2024-01-08,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I13,2021,TBM,Mulau,2,Inti,2058.75,Kg,4.0,
11,2024-01-08,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I11,2021,TBM,Mulau,2,Inti,82.75,Kg,3.0,
12,2024-01-08,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I10,2021,TBM,Mulau,2,Inti,29.25,Kg,3.0,
13,2024-01-08,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I09,2021,TBM,Mulau,2,Inti,288.0,Kg,3.0,
14,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I13,2020,TM,Mulau,2,Inti,696.75,Kg,6.0,
15,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I13,2022,TBM,Mulau,2,Inti,858.5,Kg,6.0,
16,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I08,2020,TM,Mulau,2,Inti,57.0,Kg,6.0,
17,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I08,2021,TBM,Mulau,2,Inti,180.0,Kg,6.0,
18,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I05,2020,TM,Mulau,2,Plasma,84.0,Kg,6.0,
19,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I05,2021,TBM,Mulau,2,Plasma,87.0,Kg,6.0,
20,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I03,2022,TBM,Mulau,2,Inti,58.0,Kg,3.0,
21,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I03,2020,TM,Mulau,2,Inti,165.0,Kg,3.0,
22,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I04,2020,TM,Mulau,2,Inti,57.75,Kg,3.0,
23,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I04,2021,TBM,Mulau,2,Inti,24.75,Kg,3.0,
24,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I14,2022,TBM,Mulau,3,Inti,97.0,Kg,9.0,
25,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I14,2021,TBM,Mulau,3,Inti,531.0,Kg,9.0,
26,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I14,2020,TM,Mulau,3,Inti,406.5,Kg,9.0,
27,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I16,2020,TM,Mulau,3,Inti,381.75,Kg,4.0,
28,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I16,2022,TBM,Mulau,3,Inti,210.0,Kg,4.0,
29,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I19,2020,TM,Mulau,3,Inti,135.0,Kg,4.0,
30,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,B21,2009,TM,Melamor,3,Inti,3500.0,Kg,9.0,
31,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A27,2020,TM,Melamor,1,Inti,10.0,Kg,2.0,
32,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A38,2020,TM,Melamor,1,Plasma,10.0,Kg,4.0,
33,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A34,2020,TM,Melamor,1,Inti,8.23,Kg,2.0,
34,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TBM,KAPTAN,A05,2021,TBM,Melamor,1,Plasma,130.0,Kg,1.0,
35,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TBM,KAPTAN,A25,2021,TBM,Melamor,1,Inti,247.0,Kg,5.0,
36,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TBM,KAPTAN,A25,2022,TBM,Melamor,1,Inti,22.0,Kg,0.5,
37,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A25,2020,TM,Melamor,1,Inti,405.0,Kg,7.5,
38,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A37,2020,TM,Melamor,1,Plasma,13.6,Kg,16.0,
39,2024-01-08,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A13,2009,TM,Melamor,2,Inti,600.0,Kg,3.0,
40,2024-01-08,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TBM,KAPTAN,A12,2022,TBM,Melamor,2,Inti,408.0,Kg,4.0,
41,2024-01-08,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TBM,KAPTAN,A19,2022,TBM,Melamor,2,Inti,3.88,Kg,8.0,
42,2024-01-08,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A09,2008,TM,Melamor,2,Inti,172.0,Kg,6.0,
43,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A14,2009,TM,Melamor,2,Inti,600.0,Kg,3.0,
44,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,A10,2008,TM,Melamor,2,Inti,8.0,Kg,8.0,
45,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TBM,KAPTAN,A01,2022,TBM,Melamor,2,Inti,2.72,Kg,1.0,
46,2024-01-09,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TBM,KAPTAN,A23,2022,TBM,Melamor,2,Inti,375.0,Kg,3.0,
47,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk KAPTAN,Melamor-Aplikasi Pupuk KAPTAN_TM,KAPTAN,B21,2009,TM,Melamor,3,Inti,2500.0,Kg,6.0,
48,2024-01-10,2024-01-01,2024-01-01,APLIKASI PUPUK ROCK PHOSPATE,Mulau-APLIKASI PUPUK ROCK PHOSPATE_TBM,ROCK PHOSPATE,H21,2022,TBM,Mulau,1,Inti,265.5,Kg,8.0,
49,2024-01-10,2024-01-01,2024-01-01,APLIKASI PUPUK ROCK PHOSPATE,Mulau-APLIKASI PUPUK ROCK PHOSPATE_TBM,ROCK PHOSPATE,H21,2021,TBM,Mulau,1,Inti,393.0,Kg,8.0,
50,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I12,2020,TM,Mulau,2,Inti,400.5,Kg,3.0,
51,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I12,2021,TBM,Mulau,2,Inti,48.0,Kg,3.0,
52,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I18,2020,TM,Mulau,2,Inti,417.0,Kg,7.0,
53,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I06,2020,TM,Mulau,2,Plasma,171.75,Kg,7.0,
54,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I06,2021,TBM,Mulau,2,Plasma,22.5,Kg,7.0,
55,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I01,2021,TBM,Mulau,2,Inti,2962.5,Kg,24.0,
56,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I20,2022,TBM,Mulau,3,Plasma,452.0,Kg,7.0,
57,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I20,2021,TBM,Mulau,3,Plasma,52.5,Kg,7.0,
58,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I15,2020,TM,Mulau,3,Inti,433.5,Kg,9.0,
59,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I15,2022,TBM,Mulau,3,Inti,140.0,Kg,9.0,
60,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I15,2021,TBM,Mulau,3,Inti,11.25,Kg,1.0,
61,2024-01-10,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,H31,2022,TBM,Mulau,1,Inti,111.0,Kg,14.0,
62,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H31,2020,TM,Mulau,1,Inti,6525.0,Kg,14.0,
63,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,H32,2021,TBM,Mulau,1,Inti,596.25,Kg,16.0,
64,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,H32,2022,TBM,Mulau,1,Inti,340.5,Kg,16.0,
65,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I26,2020,TM,Mulau,3,Inti,102.0,Kg,5.0,
66,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I26,2021,TBM,Mulau,3,Inti,507.0,Kg,5.0,
67,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I25,2021,TBM,Mulau,3,Inti,205.5,Kg,9.0,
68,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I25,2020,TM,Mulau,3,Inti,27.0,Kg,1.0,
69,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I20,2020,TM,Mulau,3,Plasma,462.75,Kg,7.0,
70,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I01,2020,TM,Mulau,2,Inti,312.0,Kg,6.0,
71,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I01,2022,TBM,Mulau,2,Inti,943.5,Kg,6.0,
72,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I02,2020,TM,Mulau,2,Inti,126.75,Kg,6.0,
73,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I02,2021,TBM,Mulau,2,Inti,179.25,Kg,6.0,
74,2024-01-11,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,I02,2022,TBM,Mulau,2,Inti,108.5,Kg,6.0,
75,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I06,2009,TM,Mulau,2,Plasma,3000.0,Kg,10.0,
76,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I05,2009,TM,Mulau,2,Plasma,1000.0,Kg,7.0,
77,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I13,2012,TM,Mulau,2,Inti,3363.0,Kg,10.0,
78,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I19,2010,TM,Mulau,3,Inti,1780.0,Kg,8.0,
79,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I25,2011,TM,Mulau,3,Inti,623.0,Kg,8.0,
80,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B09,2009,TM,Melamor,4,Inti,2510.0,Kg,14.0,
81,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B09,2020,TM,Melamor,4,Inti,107.25,Kg,1.0,
82,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F31,2022,TBM,Tugang,2,Inti,800.0,Kg,7.0,
83,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F35,2022,TBM,Tugang,2,Plasma,500.0,Kg,4.0,
84,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk NPK 15,Tugang-Aplikasi Pupuk NPK 15_TBM,NPK 15,F31,2022,TBM,Tugang,2,Inti,500.0,Kg,5.0,
85,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B07,2020,TM,Melamor,4,Inti,155.25,Kg,2.0,
86,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,B07,2022,TBM,Melamor,4,Inti,285.0,Kg,7.0,
87,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B17,2020,TM,Melamor,4,Inti,72.75,Kg,2.0,
88,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,B17,2022,TBM,Melamor,4,Inti,165.5,Kg,4.0,
89,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A37,2021,TBM,Melamor,1,Plasma,2000.0,Kg,20.0,
90,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I02,2011,TM,Mulau,2,Inti,1958.0,Kg,8.0,
91,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I24,2011,TM,Mulau,3,Inti,1494.0,Kg,9.0,
92,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I24,2020,TM,Mulau,3,Inti,64.5,Kg,2.0,
93,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B16,2020,TM,Melamor,4,Inti,182.25,Kg,2.0,
94,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,B16,2022,TBM,Melamor,4,Inti,178.5,Kg,3.0,
95,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B22,2020,TM,Melamor,4,Inti,588.75,Kg,5.0,
96,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,B22,2022,TBM,Melamor,4,Inti,202.0,Kg,3.0,
97,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A37,2021,TBM,Melamor,1,Plasma,1899.0,Kg,18.0,
98,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,B27,2022,TBM,Melamor,3,Plasma,79.5,Kg,1.6,
99,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,B26,2022,TBM,Melamor,3,Plasma,282.0,Kg,1.6,
100,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,B26,2021,TBM,Melamor,3,Plasma,1127.0,Kg,1.6,
101,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,B18,2021,TBM,Melamor,3,Inti,173.0,Kg,1.6,
102,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B18,2020,TM,Melamor,3,Inti,115.0,Kg,1.6,
103,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B23,2020,TM,Melamor,3,Inti,216.0,Kg,4.5,
104,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,B19,2020,TM,Melamor,3,Plasma,264.75,Kg,4.5,
105,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A19,2022,TBM,Melamor,2,Inti,301.5,Kg,7.5,
106,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Melamor-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,A18,2022,TBM,Melamor,2,Inti,119.5,Kg,3.5,
107,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H17,2009,TM,Mulau,1,Plasma,2494.0,Kg,12.0,
108,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H17,2020,TM,Mulau,1,Plasma,58.5,Kg,12.0,
109,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H26,2009,TM,Mulau,1,Plasma,3840.0,Kg,16.0,
110,2024-01-12,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H26,2020,TM,Mulau,1,Plasma,126.75,Kg,16.0,
111,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H18,2013,TM,Mulau,1,Plasma,3149.0,Kg,14.0,
112,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H18,2020,TM,Mulau,1,Plasma,68.25,Kg,14.0,
113,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H27,2009,TM,Mulau,1,Plasma,1779.0,Kg,15.0,
114,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H27,2020,TM,Mulau,1,Plasma,75.0,Kg,15.0,
115,2024-01-15,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,H27,2021,TBM,Mulau,1,Plasma,74.25,Kg,15.0,
116,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H28,2009,TM,Mulau,1,Plasma,3196.0,Kg,15.0,
117,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H28,2020,TM,Mulau,1,Plasma,39.75,Kg,9.0,
118,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TBM,Rock Phospate,H28,2021,TBM,Mulau,1,Plasma,30.0,Kg,6.0,
119,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H19,2020,TM,Mulau,1,Plasma,60.0,Kg,13.0,
120,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,H19,2009,TM,Mulau,1,Plasma,2360.0,Kg,13.0,
121,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I27,2011,TM,Mulau,3,Inti,1201.0,Kg,9.0,
122,2024-01-16,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I27,2020,TM,Mulau,3,Inti,43.5,Kg,1.0,
123,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I32,2011,TM,Mulau,3,Inti,262.0,Kg,11.0,
124,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I16,2010,TM,Mulau,3,Inti,2000.0,Kg,8.0,
125,2024-01-17,2024-01-01,2024-01-01,Aplikasi Pupuk Rock Phospate,Mulau-Aplikasi Pupuk Rock Phospate_TM,Rock Phospate,I31,2011,TM,Mulau,3,Inti,836.0,Kg,11.0,
