1,2022-01-15,299950,63.9674990936427,168960,36.03250090635729,468910,603500,69120,153893,1116287,0.0363,0.0320275792874054,31710,25.500082850041423,5.254349627174813,2.25,0.22,1193652,977734,1724990,,280090,,0,19585,19661,61474,0.1,0.2,0.3,197692,298412,44590,,,,2022-01-31,2022,6571,3116,593813,0.259160712210746,0.0534006496994845
2,2022-01-16,27780.0,59.257679180887365,19100.0,40.74232081911263,46880.0,,116000,,1116287,,0.0320275792874054,,,,,,1193652,812844,1889880.0,,164890.0,,0.0,19585,19661,57474,0,0,0,170922,267642,30770.0,,,,2022-01-31,2022,313.0,289.0,-602.0,,
3,2022-01-17,269860.0,73.98897814821923,94870.0,26.011021851780768,364730.0,416650.0,64080,88351.0,1204638,0.0379,0.0324582765112838,22991.0,21.205088203528145,5.518060722428897,2.56,0.23,1193652,653275,2137800.0,,247920.0,,0.0,20117,20003,53470,0,0,0,165143,258733,31900.0,,,,2022-01-31,2022,5808.0,1765.0,409077.0,0.215976454310557,0.0562021330947474
4,2022-01-18,303260.0,73.3397823458283,110240.0,26.660217654171703,413500.0,396500.0,81080,88972.0,1293610,0.0331,0.0325024130147416,21415.0,22.439344262295084,5.401008827238336,2.28,0.19,1193652,742247,1137073.0,,,1000727.0,0.0,20307,20041,48670,0,0,0,162270,251288,28860.0,,,,2022-01-31,2022,6854.0,2263.0,387383.0,0.22967450817408,0.0552812074871638
5,2022-01-19,294710.0,71.7370137773234,116110.0,28.2629862226766,410820.0,425000.0,66900,100783.0,1394393,0.0339,0.0326034268674613,23732.0,23.71364705882353,5.584,2.19,0.23,1041882,843030,1288843.0,,151770.0,,0.0,20041,19737,41470,0,0,0,147432,228680,46340.0,,,,2022-01-31,2022,6862.0,2279.0,415859.0,0.242348969241978,0.0570674194859315
6,2022-01-20,182290.0,59.885019710906704,122110.0,40.114980289093296,304400.0,297250.0,74050,67338.0,1461731,0.0344,0.0326861901403199,16452.0,22.653658536585368,5.534735071488646,2.41,0.17,918462,910368,1412263.0,,123420.0,,0.0,19965,20231,39470,0,0,0,149346,229012,16120.0,,,,2022-01-31,2022,3951.0,2258.0,291041.0,0.231369463408935,0.0565281180314801
7,2022-01-21,261790.0,63.8434337275942,148260.0,36.15656627240581,410050.0,402100.0,82000,87990.0,1549721,0.0353,0.0328345969371261,22448.0,21.882616264610792,5.582690872917185,2.33,0.2,1006452,885198,1437433.0,,25170.0,,0.0,19014,19737,38470,0,0,0,166579,243800,7660.0,,,,2022-01-31,2022,5956.0,2297.0,393847.0,0.223411629389077,0.0569967525460394
8,2022-01-22,218280.0,57.42699289660615,161820.0,42.57300710339385,380100.0,390000.0,72100,90403.0,1640124,0.0373,0.0330807282254268,21969.0,23.18025641025641,5.633076923076923,2.27,0.16,1096855,753288,1569343.0,,131910.0,,0.0,19965,20117,36370,0,0,0,174237,250689,15080.0,,,,2022-01-31,2022,6321.0,3440.0,380239.0,0.237753097394007,0.0577768193162721
9,2022-01-23,0.0,0.0,78910.0,100.0,78910.0,,151010,,1640124,,0.0330807282254268,,,,,,989855,753288,1676343.0,,107000.0,,0.0,19965,20117,32970,0,0,0,161517,234569,16120.0,,,,2022-01-31,2022,,1761.0,-1761.0,,
10,2022-01-24,247430.0,76.54447022428461,75820.0,23.45552977571539,323250.0,398000.0,76260,88713.0,1728837,0.0394,0.0334049933568057,22399.0,22.28969849246231,5.627889447236181,2.25,0.18,733385,842001,1932813.0,,256470.0,,0.0,19965,18786,32970,0,0,0,185247,256968,,,,,2022-01-31,2022,7655.0,1494.0,388851.0,0.228141370344939,0.0576030407533991
11,2022-01-25,235790.0,67.7830161559248,112070.0,32.2169838440752,347860.0,358900.0,65220,78912.0,1807749,0.0343,0.0334440622564305,19976.0,21.98718305934801,5.565895792699917,2.06,0.21,812297,714451,2060363.0,,127550.0,,0.0,20421,19394,25970,0,0,0,195299,261084,15860.0,,,,2022-01-31,2022,6515.0,2186.0,350199.0,0.225334738248824,0.0570418533462402
12,2022-01-26,267950.0,62.54376546379721,160470.0,37.45623453620279,428420.0,423500.0,70140,100585.0,1908334,0.0341,0.0334786356057168,23730.0,23.750885478158203,5.603305785123967,2.38,0.22,912882,640871,2133943.0,,73580.0,,0.0,19433,19699,25970,0,0,0,219712,284814,,,,,2022-01-31,2022,7281.0,3371.0,412848.0,0.243636883308142,0.0574787815370305
13,2022-01-27,247760.0,60.09216589861751,164540.0,39.90783410138249,412300.0,418100.0,64340,91776.0,2000110,0.0357,0.0335805639689817,23794.0,21.9507294905525,5.690983018416647,2.21,0.16,782242,589287,2407943.0,,274000.0,,0.0,19471,19433,16470,0,0,0,222584,277958,30650.0,,,,2022-01-31,2022,6274.0,3256.0,408570.0,0.224627358836919,0.0582372665638691
14,2022-01-28,269930.0,62.64912036392332,160930.0,37.35087963607669,430860.0,420500.0,74700,99804.0,2099914,0.0346,0.033629015378725,23954.0,23.7346016646849,5.696551724137931,1.77,0.16,586482,689091,2603703.0,,195760.0,,0.0,19394,19052,16470,0,0,0,246996,301912,,,,,2022-01-31,2022,7388.0,3209.0,409903.0,0.243481994520654,0.058438215870584
15,2022-01-29,214390.0,61.49323083983479,134250.0,38.50676916016521,348640.0,358200.0,65140,82259.0,2182173,0.0369,0.0337523181250982,20370.0,22.96454494695701,5.686767169179229,2.36,0.24,668741,548661,2744133.0,,140430.0,,0.0,19090,18786,25858,0,0,0,249868,313602,8680.0,,,,2022-01-31,2022,5688.0,2205.0,350307.0,0.234819743824702,0.0581489950243643
16,2022-01-30,4840.0,10.262934690415609,42320.0,89.7370653095844,47160.0,,112300,,2182173,,0.0337523181250982,,,,,,668741,465361,2827433.0,,83300.0,,0.0,19090,18786,25858,0,0,0,249868,313602,,,,,2022-01-31,2022,48.0,829.0,-877.0,,
17,2022-01-31,216610.0,82.83998776197032,44870.0,17.160012238029676,261480.0,342600.0,31180,75243.0,2257416,0.0391,0.0339305642380491,19528.0,21.96234676007005,5.699941622883829,1.92,0.15,668741,540604,2827433.0,,,,0.0,19394,19661,44207,0,0,0,249868,333130,,,,,2022-01-31,2022,5251.0,965.0,336384.0,0.223681863584474,0.058052701674277
18,2022-02-01,6950.0,22.32573080629617,24180.0,77.67426919370382,31130.0,,62310,,0,,,,,,,,668741,540604,2827433.0,,,,,19394,19661,44207,0,0,0,249868,333130,,,,,2022-02-28,2022,19.0,510.0,-529.0,,
19,2022-02-02,206230.0,53.9643081431861,175930.0,46.0356918568139,382160.0,381000.0,63470,87415.0,87415,0.0354,0.0354,21336.0,22.943569553805773,5.6000000000000005,2.3,0.22,668741,628019,2827433.0,,,,,20193,20307,61098,0,0,0,244968,346566,7900.0,,,,2022-02-28,2022,6167.0,3666.0,371167.0,0.235513933081335,0.0574835586137776
20,2022-02-03,196270.0,62.8607116548698,115960.0,37.1392883451302,312230.0,313100.0,62600,69092.0,156507,0.0323,0.0340314656852409,17377.0,22.06707122325136,5.549984030661131,2.65,0.16,737833,628019,826821.0,,,2000612.0,,20269,20193,72513,0,0,0,233468,346443,17500.0,,,,2022-02-28,2022,5834.0,2469.0,,0.226682021148502,0.05701171599458
21,2022-02-04,148780.0,60.56338028169014,96880.0,39.436619718309856,245660.0,246600.0,61660,60931.0,217438,0.0307,0.033097914347998,13932.0,24.708434712084347,5.649635036496351,1.81,0.22,798764,443859,1010981.0,,184160.0,,,18178,20079,88650,0,0,0,233468,360375,,,,,2022-02-28,2022,4378.0,1754.0,240468.0,0.253385065788379,0.0579370228055292
22,2022-02-05,212270.0,70.53331118125935,88680.0,29.466688818740653,300950.0,286100.0,76510,63833.0,281271,0.028,0.031940969029868,16021.0,22.311429570080392,5.599790283117791,2.22,0.17,572894,507692,1236851.0,,225870.0,,,19356,17151,90421,0,0,0,211058,337986,38410.0,,,,2022-02-28,2022,5704.0,1994.0,278402.0,0.229283553997456,0.0575462819951006
23,2022-02-06,,0.0,44330.0,100.0,44330.0,,120840,,281271,,0.031940969029868,,,,,,572894,507692,1236851.0,,,,,19356,17151,90421,0,0,0,211058,337986,,,,,2022-02-28,2022,0.0,890.0,-890.0,,
24,2022-02-07,229240.0,72.30633358566743,87800.0,27.693666414332576,317040.0,355300.0,82580,85859.0,367130,0.037,0.0331241012720289,20145.0,24.16521249648185,5.669856459330144,2.03,0.18,572894,593551,236887.0,,,999964.0,,19242,18406,109425,0,0,0,211058,358131,,,,,2022-02-28,2022,6623.0,1688.0,346989.0,0.247440120580191,0.0580565954540345
25,2022-02-08,251820.0,61.159955311604406,159920.0,38.8400446883956,411740.0,408500.0,85820,90427.0,457557,0.0292,0.032348581051104,23183.0,22.136352509179925,5.67515299877601,2.02,0.19,321684,683978,488097.0,,251210.0,,,18406,19699,103425,0,0,0,222584,364114,17200.0,,,,2022-02-28,2022,7920.0,3342.0,397238.0,0.227639349709745,0.0583604791082424
26,2022-02-09,248350.0,70.65634868701812,103140.0,29.34365131298188,351490.0,357340.0,79970,79147.0,536704,0.0288,0.0318252766888266,20781.0,22.14893378854872,5.815469860636928,2.13,0.19,111804,763125,697977.0,,209880.0,,,19318,20421,103425,0,0,0,241731,384895,,,,,2022-02-28,2022,8379.0,2690.0,346271.0,0.22856953080102,0.0600136887004687
27,2022-02-10,228560.0,81.73073484713034,51090.0,18.26926515286966,279650.0,277800.0,81820,66241.0,602945,0.0272,0.0313171325742812,16144.0,23.844852411807054,5.811375089992801,1.93,0.24,111804,829366,697977.0,,,,,19509,19585,100625,0,0,0,252740,392459,8580.0,,,,2022-02-28,2022,6338.0,827.0,270635.0,0.244761394498124,0.0596522992221996
28,2022-02-11,103870.0,61.6988416988417,64480.0,38.3011583011583,168350.0,,250170,,602945,,0.0313171325742812,,,,,,111804,829366,697977.0,,,,,19509,19585,100625,0,0,0,252740,392459,,,,,2022-02-28,2022,3355.0,1400.0,-4755.0,,
29,2022-02-12,260310.0,68.1957507007938,121400.0,31.804249299206205,381710.0,549000.0,82880,120852.0,723797,0.0286,0.0308634543939806,31842.0,22.01311475409836,5.800000000000001,2.0,0.29,111804,950218,697977.0,,,,,19737,19356,120719,0,0,0,255899,415711,8590.0,,,,2022-02-28,2022,7446.0,2627.0,538927.0,0.224245584281359,0.0590840688998695
30,2022-02-13,21090.0,61.34380453752182,13290.0,38.65619546247818,34380.0,,117260,,723797,,0.0308634543939806,,,,,,111804,950218,697977.0,,,,,19737,19356,120719,0,0,0,255899,415711,,,,,2022-02-28,2022,512.0,165.0,-677.0,,
31,2022-02-14,293430.0,84.14245978263986,55300.0,15.857540217360135,348730.0,403860.0,62130,96519.0,820316,0.0316,0.0309501169061678,23625.0,23.899123458624278,5.849799435447928,1.94,0.23,111804,977987,766727.0,,68750.0,,,22246,19433,130714,0,0,0,233593,405986,33350.0,,,,2022-02-28,2022,9104.0,1103.0,393653.0,0.245188020921979,0.060014784594554
32,2022-02-15,250470.0,69.71248851902362,108820.0,30.28751148097637,359290.0,345600.0,75820,72083.0,892399,0.0298,0.0308572168951332,19906.0,20.85734953703704,5.759837962962963,1.67,0.25,62204,786600,1079797.0,,313070.0,,,19052,18748,153319,0,0,0,219233,410352,15540.0,,,,2022-02-28,2022,7675.0,2367.0,335558.0,0.214815322537385,0.0593220844086566
33,2022-02-16,260940.0,63.39496124972668,150670.0,36.60503875027332,411610.0,412900.0,74530,91668.0,984067,0.0262,0.0304233869238578,23617.0,22.20101719544684,5.719786873334948,2.28,0.2,62204,678438,1279627.0,,199830.0,,,20003,20307,166361,0,0,0,202958,409629,24340.0,,,,2022-02-28,2022,8054.0,3436.0,401410.0,0.228365013328018,0.0588351062504671
34,2022-02-17,259950.0,62.93579314352121,153090.0,37.06420685647879,413040.0,409600.0,77970,92117.0,1076184,0.0277,0.0301902760122804,23552.0,22.489501953125,5.75,1.77,0.18,62204,564665,1485517.0,,205890.0,,,20041,20269,189913,0,0,0,202958,433181,,,,,2022-02-28,2022,8276.0,3754.0,397570.0,0.23170007797369,0.0592398822848806
35,2022-02-18,220810.0,49.76785070320952,222870.0,50.23214929679048,443680.0,460300.0,61350,99684.0,1175868,0.0246,0.0297163613602887,26809.0,21.65631110145557,5.824245057571149,1.89,0.19,62204,478539,670905.0,,185810.0,1000422.0,,19965,20307,181513,0,0,0,214925,436710,23280.0,,,,2022-02-28,2022,7055.0,5598.0,447647.0,0.222684391942758,0.0598887069498957
36,2022-02-19,195420.0,56.84780079124971,148340.0,43.15219920875029,343760.0,342800.0,62310,73374.0,1249242,0.0279,0.0296096777085624,19633.0,21.40431738623104,5.727246207701284,2.4,0.18,62204,430393,792425.0,,121520.0,,,19623,19737,173113,0,0,0,220190,432663,23680.0,,,,2022-02-28,2022,6480.0,3960.0,332360.0,0.220766638584667,0.0590714887471416
37,2022-02-20,,0.0,64840.0,100.0,64840.0,,127150,,1249242,,0.0296096777085624,,,,,,62204,197773,1025045.0,,232620.0,,,19623,19737,173113,0,0,0,213160,425633,7030.0,,,,2022-02-28,2022,,1413.0,-1413.0,,
38,2022-02-21,260180.0,67.27517195014738,126560.0,32.72482804985262,386740.0,441800.0,72090,91499.0,1340741,0.0316,0.0297455074470013,25539.0,20.710502489814395,5.780669986419194,2.45,0.25,62204,162622,1151695.0,,126650.0,,,20269,19889,173113,0,0,0,237901,451172,,,,,2022-02-28,2022,8315.0,5244.0,428241.0,0.213662400377357,0.059636980111666
39,2022-02-22,272270.0,50.52797624570845,266580.0,49.47202375429154,538850.0,482350.0,128590,104048.0,1444789,0.0255,0.0294397627612059,27976.0,21.57105836011195,5.799937804498808,2.42,0.21,62204,266670,1151695.0,,,,,15554,17189,206589,0,0,0,239816,479148,,,,,2022-02-28,2022,9446.0,7883.0,465021.0,0.223749034989817,0.0601607239242958
