id,tgl_rakit,tgl_pasang,bulan,tahun,no_po,ukuran,jumlah,satuan,lokasi,tahun_tanam,estate,divisi,status,status2,keterangan,periode,ukuran2,bln_name,x,y
64,2025-01-05,2025-01-05,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K17,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.064243,0.53824
65,2025-01-05,2025-01-05,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K28,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.071686,0.551064
66,2025-01-06,2025-01-06,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K10,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.068047,0.535463
67,2025-01-06,2025-01-06,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K12,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.064396,0.537906
68,2025-01-07,2025-01-07,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K03,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.069025,0.529941
69,2025-01-07,2025-01-07,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K07,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.07478,0.532697
70,2025-01-07,2025-01-07,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K12,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.065418,0.537395
71,2025-01-08,2025-01-08,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K07,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.070659,0.532776
72,2025-01-08,2025-01-08,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K15,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.075415,0.540814
73,2025-01-11,2025-01-11,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K04,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.062379,0.527105
74,2025-01-11,2025-01-11,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K05,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.059702,0.529911
75,2025-01-12,2025-01-12,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L06,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.084729,0.502258
76,2025-01-12,2025-01-12,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L11,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.078037,0.508213
77,2025-01-12,2025-01-12,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L11,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.078019,0.50853
78,2025-01-14,2025-01-14,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L13,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.078173,0.512512
79,2025-01-15,2025-01-15,January,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L13,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Jan,111.078673,0.513235
80,2025-01-16,2025-01-16,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L11,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.080364,0.509061
81,2025-01-17,2025-01-17,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L13,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.080094,0.513005
82,2025-01-17,2025-01-17,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L13,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.081296,0.513219
83,2025-01-17,2025-01-17,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L13,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.081349,0.512143
84,2025-02-22,2025-02-22,February,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L10,,Ngaring,3,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Feb,111.084615,0.508738
85,2025-02-27,2025-02-27,February,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L23,,Ngaring,3,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Feb,111.096265,0.518625
86,2025-02-27,2025-02-27,February,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L23,,Ngaring,3,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Feb,111.095987,0.5188
87,2025-02-28,2025-02-28,February,2025,,Diameter 1 X 5 Mtr,1,Unit,L25,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Feb,111.089892,0.520388
88,2025-02-28,2025-02-28,February,2025,,Diameter 1 X 5 Mtr,1,Unit,L24,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Feb,111.093367,0.519857
89,2023-09-13,2023-09-13,September,2023,,Diameter 1 X 6 Mtr,1,Unit,F27,2009.0,Tugang,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.17585,0.4887
90,2025-01-09,2025-01-09,January,2025,,Diameter 1 X 5 Mtr,1,Unit,K03,,Ngaring,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.069901,0.529895
91,2025-01-18,2025-01-18,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L07,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.08101,0.503503
92,2025-01-18,2025-01-18,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L08,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.080715,0.506363
93,2025-01-20,2025-01-20,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L08,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.080997,0.507619
94,2025-01-20,2025-01-20,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L13,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.08362,0.511557
95,2025-01-20,2025-01-20,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L22,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.090043,0.51877
96,2025-01-20,2025-01-20,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L08,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.081178,0.507643
97,2025-01-21,2025-01-21,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L22,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.091898,0.518776
98,2025-01-21,2025-01-21,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L25,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.091213,0.518952
99,2025-01-22,2025-01-22,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L19,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.082448,0.514476
100,2025-01-22,2025-01-22,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L19,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.08408,0.516021
101,2025-01-22,2025-01-22,January,2025,,Diameter 2 X 6 Mtr,1,Unit,L13,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,2 X 6,Jan,111.076885,0.510491
102,2025-01-24,2025-01-24,January,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L21,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Jan,111.080715,0.516073
103,2025-01-24,2025-01-24,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L21,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.081025,0.516122
104,2025-01-24,2025-01-24,January,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L22,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Jan,111.084516,0.516629
105,2025-01-24,2025-01-24,January,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L21,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Jan,111.083191,0.518003
106,2025-01-25,2025-01-25,January,2025,,Diameter 1 X 5 Mtr,1,Unit,L11,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Jan,111.078908,0.507595
107,2025-01-25,2025-01-25,January,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L22,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Jan,111.084402,0.518371
108,2025-01-25,2025-01-25,January,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L11,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Jan,111.079086,0.510486
109,2025-01-27,2025-01-27,January,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L09,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Jan,111.084651,0.507641
110,2025-01-27,2025-01-27,January,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L06,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Jan,111.084542,0.504845
111,2025-02-14,2025-02-14,February,2025,,Diameter 1 X 5 Mtr,1,Unit,M05,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Feb,111.117587,0.474342
112,2025-02-14,2025-02-14,February,2025,,Diameter 1 X 5 Mtr,1,Unit,M07,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Feb,111.11265,0.471564
113,2025-02-14,2025-02-14,February,2025,,Diameter 1.5 X 6 Mtr,1,Unit,M07,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Feb,111.120167,0.471177
114,2025-02-15,2025-02-15,February,2025,,Diameter 2 X 6 Mtr,1,Unit,M05,,Ngaring,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,2 X 6,Feb,111.116437,0.474343
115,2025-02-16,2025-02-16,February,2025,,Diameter 1.5 X 6 Mtr,1,Unit,Jalan PEMDA Div 1,,Ngaring,3,PEMDA,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Feb,111.127213,0.483747
116,2025-02-16,2025-02-16,February,2025,,Diameter 1 X 5 Mtr,1,Unit,Jalan PEMDA Div 1,,Ngaring,3,PEMDA,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1 X 5,Feb,111.129146,0.484286
117,2025-02-17,2025-02-17,February,2025,,Diameter 2 X 6 Mtr,1,Unit,M37,,Ngaring,3,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,2 X 6,Feb,111.126883,0.489401
118,2023-08-12,2023-08-22,August,2023,,Diameter 1 X 5 Mtr,1,Unit,H45,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,,
119,2025-02-22,2025-02-22,February,2025,,Diameter 1.5 X 6 Mtr,1,Unit,L10,,Ngaring,3,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-03-31,1.5 X 6,Feb,111.084387,0.508695
120,2024-02-13,2024-02-16,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A44,2022.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.28784,0.49655
121,2024-02-07,2024-02-09,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A46,2022.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.288254,0.497735
122,2024-02-07,2024-02-09,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A46,2022.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.28874,0.49852
123,2024-02-13,2024-02-16,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A56,2022.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.28921,0.51409
124,2024-02-07,2024-02-09,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A57,2022.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.29102,0.516093
125,2024-02-07,2024-02-09,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A57,2022.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.29075,0.51675
126,2024-02-05,2024-02-07,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A58,2022.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.290791,0.519063
127,2023-08-31,2023-09-01,September,2023,,Diameter 1 X 6 Mtr,1,Unit,B07,2009.0,Melamor,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.2415,0.47169
128,2024-02-07,2024-02-09,February,2024,,Diameter 1 X 6 Mtr,1,Unit,B09,2009.0,Melamor,4,Inti,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.240025,0.473399
129,2023-09-02,2023-09-04,September,2023,,Diameter 1.5 X 6 Mtr,1,Unit,B16,2022.0,Melamor,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1.5 X 6,Sep,111.2521,0.4663961111111111
130,2023-07-31,2023-08-01,August,2023,,Diameter 1 X 6 Mtr,1,Unit,B21,2009.0,Melamor,3,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.25689333333334,0.4577983333333333
131,2023-08-03,2023-08-04,August,2023,,Diameter 1 X 6 Mtr,1,Unit,B22,2020.0,Melamor,4,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.25591,0.46079
132,2023-08-29,2023-08-31,August,2023,,Diameter 1 X 6 Mtr,1,Unit,B22,2009.0,Melamor,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Aug,111.26220472222222,0.454885
133,2024-01-25,2024-01-27,January,2024,,Diameter 1 X 6 Mtr,1,Unit,B26,2022.0,Melamor,3,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Jan,111.270616666667,0.473966666666667
134,2023-07-23,2023-08-05,August,2023,,Diameter 1.5 X 6 Mtr,1,Unit,C02,2008.0,Sedadung,1,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1.5 X 6,Aug,111.21456388888888,0.4709011111111111
135,2023-07-18,2023-07-26,July,2023,,Diameter 1 X 6 Mtr,1,Unit,C06,2008.0,Sedadung,1,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Jul,111.21464194444444,0.4750119444444444
136,2023-07-21,2023-08-30,August,2023,,Diameter 1 X 6 Mtr,1,Unit,C07,2008.0,Sedadung,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Aug,111.21231,0.4834930555555555
137,2024-01-12,2024-01-24,January,2024,,Diameter 1.5 X 6 Mtr,1,Unit,C07,2008.0,Sedadung,1,Inti,Terpasang,Pembelian Tahap 2,2024-02-29,1.5 X 6,Jan,111.214306,0.482125
138,2024-01-16,2024-02-05,February,2024,,Diameter 1 X 6 Mtr,1,Unit,C07,2008.0,Sedadung,1,Inti,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.214606,0.483047
139,2024-10-07,2024-10-09,October,2024,,Diameter 0.5 X 6 Mtr,1,Unit,C10,2008.0,Sedadung,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-10-31,0.5 X 6,Oct,111.215606,0.49354
140,2023-07-17,2023-09-04,September,2023,,Diameter 1 X 6 Mtr,1,Unit,C15,2008.0,Sedadung,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.22585194444444,0.4776530555555555
141,2024-01-17,2024-06-03,June,2024,,Diameter 1 X 6 Mtr,1,Unit,C17,2020.0,Sedadung,2,Inti,Terpasang,Pembelian Tahap 2,2024-06-30,1 X 6,Jun,111.22453,0.48298
142,2023-07-17,2023-07-26,July,2023,,Diameter 1 X 6 Mtr,1,Unit,C20,2008.0,Sedadung,2,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Jul,111.22155,0.4945
143,2024-10-07,2024-10-14,October,2024,,Diameter 0.5 X 6 Mtr,1,Unit,C20,2022.0,Sedadung,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-10-31,0.5 X 6,Oct,111.2210238888889,0.4947861111111111
144,2023-07-21,2023-09-04,September,2023,,Diameter 1.5 X 6 Mtr,1,Unit,C29,2009.0,Sedadung,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1.5 X 6,Sep,111.23505,0.4757166666666667
145,2023-07-19,2023-08-09,August,2023,,Diameter 1 X 6 Mtr,1,Unit,D01,2011.0,Sedadung,4,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.18789694444445,0.4524969444444444
146,2023-07-20,2023-09-06,September,2023,,Diameter 1 X 6 Mtr,1,Unit,D01,2011.0,Sedadung,4,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.18820611111111,0.4528088888888889
147,2023-07-23,2023-09-01,September,2023,,Diameter 2 X 6 Mtr,1,Unit,D01,2011.0,Sedadung,4,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,2 X 6,Sep,111.19075694444444,0.4529519444444445
148,2023-07-24,2023-09-05,September,2023,,Diameter 2 X 6 Mtr,1,Unit,D01,2011.0,Sedadung,4,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,2 X 6,Sep,111.19107194444445,0.4534019444444445
149,2023-07-25,2023-09-13,September,2023,,Diameter 2 X 6 Mtr,1,Unit,D02,2009.0,Sedadung,4,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,2 X 6,Sep,111.19097888888888,0.4534688888888889
150,2024-01-18,2024-02-27,February,2024,,Diameter 1 X 6 Mtr,1,Unit,E10,2021.0,Sedadung,5,Inti,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 6,Feb,111.20048194444443,0.4964380555555555
151,2024-01-18,2024-03-08,March,2024,,Diameter 2 X 6 Mtr,1,Unit,E10,2021.0,Sedadung,5,Inti,Terpasang,Pembelian Tahap 2,2024-03-31,2 X 6,Mar,111.20182305555556,0.4889419444444444
152,2024-01-18,2024-02-26,February,2024,,Diameter 2 X 6 Mtr,1,Unit,E11,2021.0,Sedadung,5,Inti,Terpasang,Pembelian Tahap 2,2024-03-31,2 X 6,Feb,111.21372,0.5015
153,2023-07-18,2023-08-16,August,2023,,Diameter 1 X 6 Mtr,1,Unit,E12,2020.0,Sedadung,5,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.20476,0.49451
154,2023-07-22,2023-08-04,August,2023,,Diameter 1.5 X 6 Mtr,1,Unit,E15,2020.0,Sedadung,5,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1.5 X 6,Aug,111.21015,0.50305
155,2024-01-17,2024-04-09,April,2024,,Diameter 1 X 6 Mtr,1,Unit,E20,2021.0,Sedadung,6,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Apr,111.2012338888889,0.5244930555555556
156,2024-01-17,2024-04-17,April,2024,,Diameter 1 X 6 Mtr,1,Unit,E23,2021.0,Sedadung,6,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Apr,111.20278305555556,0.5316550000000001
157,2024-01-17,2024-04-17,April,2024,,Diameter 1.5 X 6 Mtr,1,Unit,E23,2021.0,Sedadung,6,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1.5 X 6,Apr,111.20420611111112,0.5310188888888889
158,2023-07-21,2023-07-28,July,2023,,Diameter 2 X 6 Mtr,1,Unit,E24,2021.0,Sedadung,6,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,2 X 6,Jul,111.19447666666667,0.5454488888888889
159,2023-07-22,2023-07-28,July,2023,,Diameter 2 X 6 Mtr,1,Unit,E24,2021.0,Sedadung,6,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,2 X 6,Jul,111.19564194444445,0.5443761111111111
160,2024-01-17,2024-04-02,April,2024,,Diameter 1 X 6 Mtr,1,Unit,E28,2021.0,Sedadung,6,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Apr,111.18234305555556,0.5120719444444445
161,2024-01-17,2024-04-02,April,2024,,Diameter 2 X 6 Mtr,1,Unit,E29,2021.0,Sedadung,6,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,2 X 6,Apr,111.1828838888889,0.5077138888888889
162,2023-07-22,2023-08-14,August,2023,,Diameter 1 X 6 Mtr,1,Unit,E36,2021.0,Sedadung,6,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.191725,0.5247511111111112
163,2023-08-11,2023-08-11,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F01,2010.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.18245,0.46576
164,2023-08-11,2023-08-11,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F01,2010.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.18131,0.45393
165,2023-08-11,2023-08-11,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F01,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.18163,0.45142
166,2023-08-13,2023-08-13,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F02,2010.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.18311,0.45679
167,2023-08-13,2023-08-13,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F02,2010.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.17938,0.45651
168,2023-10-07,2023-10-07,October,2023,,Diameter 3 X 6 Mtr,1,Unit,F02,2022.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-10-31,3 X 6,Oct,111.18337,0.45674
169,2023-08-14,2023-08-14,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F03,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.17591,0.45975
170,2023-08-14,2023-08-14,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F03,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.17743,0.45943
171,2023-08-14,2023-08-14,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F03,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.17648,0.45886
172,2023-08-20,2023-08-20,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F03,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.17698,0.45727
173,2023-08-20,2023-08-20,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F03,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.17588,0.45733
174,2023-08-20,2023-08-20,August,2023,,Diameter 1 X 6 Mtr,1,Unit,F03,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.17496,0.45762
175,2024-06-18,2024-06-18,June,2024,,Diameter 1 X 6 Mtr,1,Unit,F03,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 2,2024-06-30,1 X 6,Jun,111.17655,0.47522
176,2024-09-19,2024-09-19,September,2024,,Diameter 3 X 6 Mtr,1,Unit,F03,2022.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 2,2024-09-30,3 X 6,Sep,111.1729,0.45721
177,2023-09-04,2023-09-01,September,2023,,Diameter 1 X 6 Mtr,1,Unit,F06,2008.0,Tugang,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.17531,0.46766
178,2024-07-26,2024-07-26,July,2024,,Diameter 1 X 6 Mtr,1,Unit,F07,2021.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 2,2024-08-31,1 X 6,Jul,111.16745,0.46334
179,2024-07-24,2024-07-24,July,2024,,Diameter 1 X 6 Mtr,1,Unit,F07,2020.0,Tugang,1,Plasma,Terpasang,Pembelian Tahap 2,2024-08-31,1 X 6,Jul,111.16877,0.4603
