id,blok,estate,divisi,status_lahan,tahun_tanam,jenis_bibit,status_tanaman,blok_tt,jumlah_pokok,luas,sph
123,A37,Melamor,1,Plasma,2023,Lonsum,TBM,A372023,90,0.0,0.0
124,A38,Melamor,1,Plasma,2012,Damimas,TM,A382012,981,2.264265734265736,433.253034374131
125,A38,Melamor,1,Plasma,2020,Socfindo,TM,A382020,3941,29.225734265734268,134.84691142971994
126,A38,Melamor,1,Plasma,2021,Socfindo,TBM,A382021,187,1.58,118.35443037974684
127,A38,Melamor,1,Plasma,2022,Lonsum,TBM,A382022,1546,11.03,140.16319129646416
128,A38,Melamor,1,Plasma,2023,Lonsum,TBM,A382023,158,0.31,509.6774193548387
129,A44,Melamor,1,Plasma,2022,Lonsum,TBM,A442022,238,1.76,135.22727272727272
130,A46,Melamor,1,Plasma,2022,Lonsum,TBM,A462022,122,0.75,162.66666666666666
131,A46,Melamor,1,Plasma,2023,Lonsum,TBM,A462023,53,0.33,160.6060606060606
132,A48,Melamor,1,Plasma,2022,Sriwijaya,TBM,A482022,830,5.87,141.396933560477
133,A48,Melamor,1,Plasma,2023,Sriwijaya,TBM,A482023,369,2.61,141.3793103448276
134,A49,Melamor,1,Plasma,2022,Lonsum,TBM,A492022,988,7.0200000000000005,140.74074074074073
135,A50,Melamor,1,Plasma,2022,Lonsum,TBM,A502022,705,4.8,146.875
136,A52,Melamor,1,Plasma,2022,Sriwijaya,TBM,A522022,810,5.88,137.75510204081633
137,A54,Melamor,1,Plasma,2022,Lonsum,TBM,A542022,273,2.19,124.65753424657537
138,A56,Melamor,1,Plasma,2022,Lonsum,TBM,A562022,191,1.3,146.9230769230769
139,A57,Melamor,1,Plasma,2022,Lonsum,TBM,A572022,298,2.11,141.23222748815166
140,A58,Melamor,1,Plasma,2022,Lonsum,TBM,A582022,376,2.27,165.63876651982378
141,A58,Melamor,1,Plasma,2023,Lonsum,TBM,A582023,273,1.8,151.66666666666666
142,A59,Melamor,1,Plasma,2022,Lonsum,TBM,A592022,454,3.13,145.04792332268372
143,B02,Melamor,4,Plasma,2011,Socfindo,TM,B022011,1803,18.94,95.19535374868003
144,B02,Melamor,4,Plasma,2020,Socfindo,TM,B022020,196,0.59,332.2033898305085
145,B02,Melamor,4,Plasma,2022,Lonsum,TBM,B022022,461,0.25,1844.0
146,B03,Melamor,4,Plasma,2022,Lonsum,TBM,B032022,556,3.94,141.11675126903555
147,B04,Melamor,4,Inti,2009,Damimas,TM,B042009,1792,14.41,124.35808466342816
148,B04,Melamor,4,Inti,2020,Socfindo,TM,B042020,89,0.32,278.125
149,B04,Melamor,4,Inti,2022,Lonsum,TBM,B042022,361,2.21,163.34841628959276
150,B04,Melamor,4,Inti,2023,Sriwijaya,TBM,B042023,22,0.0499999999999999,440.0000000000001
151,B05,Melamor,4,Inti,2008,Damimas,TM,B052008,2415,18.9,127.7777777777778
152,B05,Melamor,4,Inti,2020,Socfindo,TM,B052020,157,1.21,129.7520661157025
153,B05,Melamor,4,Inti,2022,Lonsum,TBM,B052022,115,0.93,123.65591397849462
154,B06,Melamor,4,Inti,2008,Lonsum,TM,B062008,3777,28.14,134.2217484008529
155,B06,Melamor,4,Inti,2020,Socfindo,TM,B062020,243,1.61,150.93167701863356
156,B06,Melamor,4,Inti,2021,Lonsum,TBM,B062021,49,0.34,144.1176470588235
157,B06,Melamor,4,Inti,2022,Lonsum,TBM,B062022,242,1.83,132.24043715846994
158,B07,Melamor,4,Inti,2009,Lonsum,TM,B072009,2966,22.98,129.0687554395126
159,B07,Melamor,4,Inti,2020,Socfindo,TM,B072020,207,1.28,161.71875
160,B07,Melamor,4,Inti,2022,Lonsum,TBM,B072022,570,4.09,139.3643031784841
161,B07,Melamor,4,Inti,2023,Sriwijaya,TBM,B072023,335,2.3,145.6521739130435
162,B08,Melamor,4,Inti,2008,Damimas,TM,B082008,5215,36.73,141.98203103729924
163,B08,Melamor,4,Inti,2020,Socfindo,TM,B082020,229,0.43,532.5581395348837
164,B08,Melamor,4,Inti,2022,Lonsum,TBM,B082022,91,0.46,197.8260869565217
165,B09,Melamor,4,Inti,2009,Lonsum,TM,B092009,2510,20.4,123.03921568627452
166,B09,Melamor,4,Inti,2020,Socfindo,TM,B092020,143,0.68,210.2941176470588
167,B10,Melamor,4,Plasma,2011,Socfindo,TM,B102011,4074,30.85,132.0583468395462
168,B10,Melamor,4,Plasma,2020,Socfindo,TM,B102020,433,2.2,196.8181818181818
169,B10,Melamor,4,Plasma,2022,Lonsum,TBM,B102022,277,1.84,150.54347826086956
170,B11,Melamor,4,Plasma,2010,Lonsum,TM,B112010,2171,18.89,114.92853361566966
171,B11,Melamor,4,Plasma,2020,Socfindo,TM,B112020,216,1.64,131.70731707317074
172,B12,Melamor,3,Inti,2010,Lonsum,TM,B122010,2975,22.64,131.40459363957598
173,B12,Melamor,3,Inti,2020,Socfindo,TM,B122020,770,5.890000000000001,130.73005093378606
174,B12,Melamor,3,Inti,2021,Lonsum,TBM,B122021,100,0.6399999999999999,156.25000000000003
175,B12,Melamor,3,Inti,2022,Lonsum,TBM,B122022,35,0.28,125.0
176,B13,Melamor,4,Inti,2009,Socfindo,TM,B132009,4587,34.93,131.31978242198684
177,B13,Melamor,4,Inti,2020,Socfindo,TM,B132020,510,3.3600000000000003,151.78571428571428
178,B14,Melamor,3,Inti,2009,Lonsum,TM,B142009,6311,47.28,133.4813874788494
179,B14,Melamor,3,Inti,2020,Socfindo,TM,B142020,444,3.06,145.09803921568627
180,B14,Melamor,3,Inti,2021,Lonsum,TBM,B142021,137,1.2,114.16666666666669
181,B14,Melamor,3,Inti,2022,Lonsum,TBM,B142022,165,1.09,151.3761467889908
182,B16,Melamor,4,Inti,2008,Lonsum,TM,B162008,3840,29.47,130.3020020359688
183,B16,Melamor,4,Inti,2020,Socfindo,TM,B162020,243,1.35,180.0
184,B16,Melamor,4,Inti,2022,Lonsum,TBM,B162022,357,2.58,138.37209302325584
185,B16,Melamor,4,Inti,2023,Lonsum,TBM,B162023,44,0.29,151.7241379310345
186,B17,Melamor,4,Inti,2009,Damimas,TM,B172009,3440,26.78,128.45407020164302
187,B17,Melamor,4,Inti,2020,Socfindo,TM,B172020,97,0.74,131.0810810810811
188,B17,Melamor,4,Inti,2022,Lonsum,TBM,B172022,331,2.34,141.45299145299143
189,B18,Melamor,3,Inti,2009,Lonsum,TM,B182009,3229,25.26,127.83056215360251
190,B18,Melamor,3,Inti,2020,Socfindo,TM,B182020,153,0.97,157.7319587628866
191,B18,Melamor,3,Inti,2021,Lonsum,TBM,B182021,230,1.59,144.65408805031447
192,B18,Melamor,3,Inti,2022,Lonsum,TBM,B182022,111,0.71,156.33802816901408
193,B19,Melamor,3,Plasma,2009,Lonsum,TM,B192009,3049,21.59,141.2227883279296
194,B19,Melamor,3,Plasma,2020,Socfindo,TM,B192020,353,2.81,125.62277580071174
195,B20,Melamor,3,Inti,2009,Lonsum,TM,B202009,2974,27.0,110.14814814814817
196,B20,Melamor,3,Inti,2020,Socfindo,TM,B202020,834,6.08,137.17105263157896
197,B20,Melamor,3,Inti,2021,Lonsum,TBM,B202021,420,3.41,123.16715542521992
198,B20,Melamor,3,Inti,2023,Sriwijaya,TBM,B202023,84,0.08,1049.9999999999998
199,B21,Melamor,3,Inti,2009,Damimas,TM,B212009,2661,20.14,132.12512413108243
200,B21,Melamor,3,Inti,2020,Socfindo,TM,B212020,526,3.14,167.51592356687897
201,B21,Melamor,3,Inti,2023,Lonsum,TBM,B212023,15,0.05,300.0
202,B22,Melamor,4,Inti,2009,Damimas,TM,B222009,4050,30.71,131.87886681862585
203,B22,Melamor,4,Inti,2020,Socfindo,TM,B222020,785,6.569999999999999,119.48249619482498
204,B22,Melamor,4,Inti,2022,Lonsum,TBM,B222022,404,2.8,144.2857142857143
205,B22,Melamor,4,Inti,2023,Lonsum,TBM,B222023,20,0.18,111.11111111111111
206,B23,Melamor,3,Inti,2009,Lonsum,TM,B232009,2644,19.87,133.06492199295425
207,B23,Melamor,3,Inti,2020,Socfindo,TM,B232020,288,2.19,131.5068493150685
208,B24,Melamor,3,Plasma,2009,Lonsum,TM,B242009,3806,27.87,136.56261212773592
209,B24,Melamor,3,Plasma,2020,Lonsum,TM,B242020,848,6.27,135.24720893141946
210,B25,Melamor,3,Plasma,2009,Lonsum,TM,B252009,2751,20.64,133.28488372093025
211,B25,Melamor,3,Plasma,2020,Lonsum,TM,B252020,346,2.42,142.97520661157026
212,B25,Melamor,3,Plasma,2021,Lonsum,TBM,B252021,105,0.77,136.36363636363637
213,B25,Melamor,3,Plasma,2022,Lonsum,TBM,B252022,269,1.92,140.10416666666669
214,B26,Melamor,3,Plasma,2009,Lonsum,TM,B262009,3219,27.120000000000005,118.6946902654867
215,B26,Melamor,3,Plasma,2020,Lonsum,TM,B262020,800,5.720000000000001,139.86013986013984
216,B26,Melamor,3,Plasma,2021,Socfindo,TBM,B262021,1502,11.68,128.5958904109589
217,B26,Melamor,3,Plasma,2022,Lonsum,TBM,B262022,563,3.79,148.54881266490764
218,B26,Melamor,3,Plasma,2024,Topaz,TBM,B262024,89,0.62,143.5483870967742
219,B27,Melamor,3,Plasma,2009,Lonsum,TM,B272009,1926,14.47,133.10297166551484
220,B27,Melamor,3,Plasma,2021,Socfindo,TBM,B272021,350,1.79,195.53072625698323
221,B27,Melamor,3,Plasma,2022,Lonsum,TBM,B272022,159,1.22,130.327868852459
222,C01,Sedadung,1,Inti,2008,Lonsum,TM,C012008,3313,24.7,134.12955465587044
223,C01,Sedadung,1,Inti,2020,Lonsum,TM,C012020,18,0.13,138.46153846153845
224,C02,Sedadung,1,Inti,2008,Lonsum,TM,C022008,3809,28.26,134.78414720452938
225,C02,Sedadung,1,Inti,2020,Lonsum,TM,C022020,429,2.84,151.05633802816902
226,C03,Sedadung,1,Inti,2008,Lonsum,TM,C032008,4428,32.68,135.49571603427174
227,C03,Sedadung,1,Inti,2020,Socfindo,TM,C032020,112,0.67,167.1641791044776
228,C04,Sedadung,1,Inti,2008,Lonsum,TM,C042008,2511,18.66,134.56591639871385
229,C04,Sedadung,1,Inti,2020,Lonsum,TM,C042020,350,2.33,150.2145922746781
230,C04,Sedadung,1,Inti,2023,Lonsum,TBM,C042023,423,2.48,170.56451612903226
231,C05,Sedadung,1,Inti,2008,Socfindo,TM,C052008,2259,16.650000000000002,135.67567567567565
232,C05,Sedadung,1,Inti,2020,Lonsum,TM,C052020,51,0.36,141.66666666666669
233,C05,Sedadung,1,Inti,2023,Lonsum,TBM,C052023,85,0.54,157.4074074074074
234,C06,Sedadung,1,Inti,2008,Socfindo,TM,C062008,4219,33.02,127.771047849788
235,C06,Sedadung,1,Inti,2020,Socfindo,TM,C062020,385,2.19,175.79908675799086
236,C07,Sedadung,1,Inti,2008,Socfindo,TM,C072008,3835,27.5,139.45454545454547
237,H44,Mulau,1,Plasma,2020,Socfindo,TM,H442020,51,0.55,92.72727272727272
238,C07,Sedadung,1,Inti,2020,Socfindo,TM,C072020,609,4.3100000000000005,141.29930394431554
239,C08,Sedadung,2,Inti,2008,Socfindo,TM,C082008,4745,35.279999999999994,134.49546485260774
240,C08,Sedadung,2,Inti,2020,Socfindo,TM,C082020,157,1.02,153.92156862745097
241,C08,Sedadung,2,Inti,2022,Lonsum,TBM,C082022,261,1.83,142.62295081967213
242,C09,Sedadung,2,Inti,2009,Damimas,TM,C092009,1496,11.29,132.50664304694422
243,C09,Sedadung,2,Inti,2020,Socfindo,TM,C092020,423,3.29,128.57142857142858
244,C09,Sedadung,2,Inti,2022,Lonsum,TBM,C092022,222,1.4699999999999998,151.02040816326533
245,C10,Sedadung,2,Inti,2008,Lonsum,TM,C102008,2415,19.51,123.78267555099949
246,C10,Sedadung,2,Inti,2020,Lonsum,TM,C102020,196,1.24,158.06451612903226
247,C10,Sedadung,2,Inti,2022,Lonsum,TBM,C102022,136,1.0,136.0
248,C11,Sedadung,1,Inti,2008,Damimas,TM,C112008,2613,19.67,132.8418912048805
249,C11,Sedadung,1,Inti,2020,Socfindo,TM,C112020,73,0.5,146.0
250,C11,Sedadung,1,Inti,2023,Socfindo,TBM,C112023,35,0.05,699.9999999999994
251,C12,Sedadung,1,Inti,2008,Lonsum,TM,C122008,3154,23.35,135.07494646680942
252,C12,Sedadung,1,Inti,2023,Socfindo,TBM,C122023,183,1.23,148.78048780487805
253,C13,Sedadung,1,Inti,2022,Lonsum,TBM,C132022,50,0.35,142.85714285714286
254,C14,Sedadung,1,Inti,2008,Lonsum,TM,C142008,2033,17.07,119.0978324545987
255,C14,Sedadung,1,Inti,2022,Lonsum,TBM,C142022,97,0.66,146.96969696969697
256,C15,Sedadung,2,Inti,2008,Socfindo,TM,C152008,2333,18.17,128.39845899834893
257,C15,Sedadung,2,Inti,2022,Lonsum,TBM,C152022,150,1.0,150.0
258,C15,Sedadung,2,Inti,2023,Socfindo,TBM,C152023,113,0.63,179.36507936507937
259,C16,Sedadung,2,Inti,2008,Socfindo,TM,C162008,1980,14.7,134.6938775510204
260,C16,Sedadung,2,Inti,2020,Socfindo,TM,C162020,14,0.12,116.66666666666669
261,C17,Sedadung,2,Inti,2008,Lonsum,TM,C172008,4785,35.44,135.01693002257338
