id,tahun,blok,estate,divisi,tahun_tanam,blok_tt,luas,pokok,lsu,unsur_hara
1,2021,A01,Melamor,2,2008,A012008,27.89,3674,2.63,N
2,2022,A01,Melamor,2,2008,A012008,27.89,3674,2.04,N
3,2023,A01,Melamor,2,2008,A012008,27.89,3674,2.02,N
4,2024,A01,Melamor,2,2008,A012008,27.89,3674,2.5,N
5,2021,A01,Melamor,2,2008,A012008,27.89,3674,0.17,P
6,2022,A01,Melamor,2,2008,A012008,27.89,3674,0.14,P
7,2023,A01,Melamor,2,2008,A012008,27.89,3674,0.15,P
8,2024,A01,Melamor,2,2008,A012008,27.89,3674,0.16,P
9,2021,A01,Melamor,2,2008,A012008,27.89,3674,0.98,K
10,2022,A01,Melamor,2,2008,A012008,27.89,3674,0.73,K
11,2023,A01,Melamor,2,2008,A012008,27.89,3674,0.71,K
12,2024,A01,Melamor,2,2008,A012008,27.89,3674,0.97,K
13,2021,A01,Melamor,2,2008,A012008,27.89,3674,0.54,Ca
14,2022,A01,Melamor,2,2008,A012008,27.89,3674,0.61,Ca
15,2023,A01,Melamor,2,2008,A012008,27.89,3674,0.75,Ca
16,2024,A01,Melamor,2,2008,A012008,27.89,3674,0.52,Ca
17,2021,A01,Melamor,2,2008,A012008,27.89,3674,0.28,Mg
18,2022,A01,Melamor,2,2008,A012008,27.89,3674,0.35,Mg
19,2023,A01,Melamor,2,2008,A012008,27.89,3674,0.35,Mg
20,2024,A01,Melamor,2,2008,A012008,27.89,3674,0.33,Mg
21,2021,A01,Melamor,2,2008,A012008,27.89,3674,14.49,B
22,2022,A01,Melamor,2,2008,A012008,27.89,3674,17.1,B
23,2023,A01,Melamor,2,2008,A012008,27.89,3674,14.46,B
24,2024,A01,Melamor,2,2008,A012008,27.89,3674,12.15,B
25,2021,A01,Melamor,2,2008,A012008,27.89,3674,16.59,Cu
26,2022,A01,Melamor,2,2008,A012008,27.89,3674,0.0,Cu
27,2023,A01,Melamor,2,2008,A012008,27.89,3674,0.0,Cu
28,2024,A01,Melamor,2,2008,A012008,27.89,3674,4.98,Cu
29,2021,A01,Melamor,2,2008,A012008,27.89,3674,0.0,Zn
30,2022,A01,Melamor,2,2008,A012008,27.89,3674,0.0,Zn
31,2023,A01,Melamor,2,2008,A012008,27.89,3674,0.0,Zn
32,2024,A01,Melamor,2,2008,A012008,27.89,3674,15.88,Zn
33,2021,A01,Melamor,2,2020,A012020,4.22,602,0.0,N
34,2022,A01,Melamor,2,2020,A012020,4.22,602,0.0,N
35,2023,A01,Melamor,2,2020,A012020,4.22,602,0.0,N
36,2024,A01,Melamor,2,2020,A012020,4.22,602,2.69,N
37,2021,A01,Melamor,2,2020,A012020,4.22,602,0.0,P
38,2022,A01,Melamor,2,2020,A012020,4.22,602,0.0,P
39,2023,A01,Melamor,2,2020,A012020,4.22,602,0.0,P
40,2024,A01,Melamor,2,2020,A012020,4.22,602,0.18,P
41,2021,A01,Melamor,2,2020,A012020,4.22,602,0.0,K
42,2022,A01,Melamor,2,2020,A012020,4.22,602,0.0,K
43,2023,A01,Melamor,2,2020,A012020,4.22,602,0.0,K
44,2024,A01,Melamor,2,2020,A012020,4.22,602,0.65,K
45,2021,A01,Melamor,2,2020,A012020,4.22,602,0.0,Ca
46,2022,A01,Melamor,2,2020,A012020,4.22,602,0.0,Ca
47,2023,A01,Melamor,2,2020,A012020,4.22,602,0.0,Ca
48,2024,A01,Melamor,2,2020,A012020,4.22,602,1.07,Ca
49,2021,A01,Melamor,2,2020,A012020,4.22,602,0.0,Mg
50,2022,A01,Melamor,2,2020,A012020,4.22,602,0.0,Mg
51,2023,A01,Melamor,2,2020,A012020,4.22,602,0.0,Mg
52,2024,A01,Melamor,2,2020,A012020,4.22,602,0.5,Mg
53,2021,A01,Melamor,2,2020,A012020,4.22,602,0.0,B
54,2022,A01,Melamor,2,2020,A012020,4.22,602,0.0,B
55,2023,A01,Melamor,2,2020,A012020,4.22,602,0.0,B
56,2024,A01,Melamor,2,2020,A012020,4.22,602,26.92,B
57,2021,A01,Melamor,2,2020,A012020,4.22,602,0.0,Cu
58,2022,A01,Melamor,2,2020,A012020,4.22,602,0.0,Cu
59,2023,A01,Melamor,2,2020,A012020,4.22,602,0.0,Cu
60,2024,A01,Melamor,2,2020,A012020,4.22,602,6.55,Cu
61,2021,A01,Melamor,2,2020,A012020,4.22,602,0.0,Zn
62,2022,A01,Melamor,2,2020,A012020,4.22,602,0.0,Zn
63,2023,A01,Melamor,2,2020,A012020,4.22,602,0.0,Zn
64,2024,A01,Melamor,2,2020,A012020,4.22,602,17.14,Zn
65,2021,A02,Melamor,2,2009,A022009,21.76,2906,2.5,N
66,2022,A02,Melamor,2,2009,A022009,21.76,2906,2.33,N
67,2023,A02,Melamor,2,2009,A022009,21.76,2906,2.33,N
68,2024,A02,Melamor,2,2009,A022009,21.76,2906,2.22,N
69,2021,A02,Melamor,2,2009,A022009,21.76,2906,0.17,P
70,2022,A02,Melamor,2,2009,A022009,21.76,2906,0.15,P
71,2023,A02,Melamor,2,2009,A022009,21.76,2906,0.15,P
72,2024,A02,Melamor,2,2009,A022009,21.76,2906,0.15,P
73,2021,A02,Melamor,2,2009,A022009,21.76,2906,1.01,K
74,2022,A02,Melamor,2,2009,A022009,21.76,2906,0.92,K
75,2023,A02,Melamor,2,2009,A022009,21.76,2906,0.89,K
76,2024,A02,Melamor,2,2009,A022009,21.76,2906,0.81,K
77,2021,A02,Melamor,2,2009,A022009,21.76,2906,0.42,Ca
78,2022,A02,Melamor,2,2009,A022009,21.76,2906,0.48,Ca
79,2023,A02,Melamor,2,2009,A022009,21.76,2906,0.51,Ca
80,2024,A02,Melamor,2,2009,A022009,21.76,2906,0.76,Ca
81,2021,A02,Melamor,2,2009,A022009,21.76,2906,0.31,Mg
82,2022,A02,Melamor,2,2009,A022009,21.76,2906,0.32,Mg
83,2023,A02,Melamor,2,2009,A022009,21.76,2906,0.32,Mg
84,2024,A02,Melamor,2,2009,A022009,21.76,2906,0.36,Mg
85,2021,A02,Melamor,2,2009,A022009,21.76,2906,13.92,B
86,2022,A02,Melamor,2,2009,A022009,21.76,2906,13.82,B
87,2023,A02,Melamor,2,2009,A022009,21.76,2906,17.2,B
88,2024,A02,Melamor,2,2009,A022009,21.76,2906,15.93,B
89,2021,A02,Melamor,2,2009,A022009,21.76,2906,6.85,Cu
90,2022,A02,Melamor,2,2009,A022009,21.76,2906,0.0,Cu
91,2023,A02,Melamor,2,2009,A022009,21.76,2906,0.0,Cu
92,2024,A02,Melamor,2,2009,A022009,21.76,2906,6.89,Cu
93,2021,A02,Melamor,2,2009,A022009,21.76,2906,0.0,Zn
94,2022,A02,Melamor,2,2009,A022009,21.76,2906,0.0,Zn
95,2023,A02,Melamor,2,2009,A022009,21.76,2906,0.0,Zn
96,2024,A02,Melamor,2,2009,A022009,21.76,2906,17.51,Zn
97,2021,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,2.67,N
98,2022,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,2.19,N
99,2023,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,2.15,N
100,2024,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,2.21,N
101,2021,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.17,P
102,2022,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.15,P
103,2023,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.15,P
104,2024,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.16,P
105,2021,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.94,K
106,2022,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.83,K
107,2023,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.99,K
108,2024,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.65,K
109,2021,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.55,Ca
110,2022,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.5,Ca
111,2023,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.58,Ca
112,2024,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.95,Ca
113,2021,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.31,Mg
114,2022,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.32,Mg
115,2023,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.27,Mg
116,2024,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.44,Mg
117,2021,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,16.64,B
118,2022,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,13.08,B
119,2023,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,18.99,B
120,2024,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,30.94,B
121,2021,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,4.64,Cu
122,2022,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.0,Cu
123,2023,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.0,Cu
124,2024,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,5.63,Cu
125,2021,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.0,Zn
126,2022,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.0,Zn
127,2023,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,0.0,Zn
128,2024,A04,Melamor,2,2009,A042009,9149999999999990.0,1234,15.31,Zn
129,2021,A04,Melamor,2,2020,A042020,9.73,1308,0.0,N
130,2022,A04,Melamor,2,2020,A042020,9.73,1308,0.0,N
131,2023,A04,Melamor,2,2020,A042020,9.73,1308,0.0,N
132,2024,A04,Melamor,2,2020,A042020,9.73,1308,3.1,N
133,2021,A04,Melamor,2,2020,A042020,9.73,1308,0.0,P
134,2022,A04,Melamor,2,2020,A042020,9.73,1308,0.0,P
135,2023,A04,Melamor,2,2020,A042020,9.73,1308,0.0,P
136,2024,A04,Melamor,2,2020,A042020,9.73,1308,0.17,P
137,2021,A04,Melamor,2,2020,A042020,9.73,1308,0.0,K
138,2022,A04,Melamor,2,2020,A042020,9.73,1308,0.0,K
139,2023,A04,Melamor,2,2020,A042020,9.73,1308,0.0,K
140,2024,A04,Melamor,2,2020,A042020,9.73,1308,0.93,K
141,2021,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Ca
142,2022,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Ca
143,2023,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Ca
144,2024,A04,Melamor,2,2020,A042020,9.73,1308,0.92,Ca
145,2021,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Mg
146,2022,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Mg
147,2023,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Mg
148,2024,A04,Melamor,2,2020,A042020,9.73,1308,0.39,Mg
149,2021,A04,Melamor,2,2020,A042020,9.73,1308,0.0,B
150,2022,A04,Melamor,2,2020,A042020,9.73,1308,0.0,B
151,2023,A04,Melamor,2,2020,A042020,9.73,1308,0.0,B
152,2024,A04,Melamor,2,2020,A042020,9.73,1308,16.07,B
153,2021,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Cu
154,2022,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Cu
155,2023,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Cu
156,2024,A04,Melamor,2,2020,A042020,9.73,1308,7.22,Cu
157,2021,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Zn
158,2022,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Zn
159,2023,A04,Melamor,2,2020,A042020,9.73,1308,0.0,Zn
160,2024,A04,Melamor,2,2020,A042020,9.73,1308,16.08,Zn
161,2021,A05,Melamor,1,2010,A052010,5.82,787,2.52,N
162,2022,A05,Melamor,1,2010,A052010,5.82,787,2.18,N
163,2023,A05,Melamor,1,2010,A052010,5.82,787,0.0,N
164,2024,A05,Melamor,1,2010,A052010,5.82,787,2.35,N
165,2021,A05,Melamor,1,2010,A052010,5.82,787,0.19,P
166,2022,A05,Melamor,1,2010,A052010,5.82,787,0.14,P
167,2023,A05,Melamor,1,2010,A052010,5.82,787,0.0,P
168,2024,A05,Melamor,1,2010,A052010,5.82,787,0.15,P
169,2021,A05,Melamor,1,2010,A052010,5.82,787,1.12,K
170,2022,A05,Melamor,1,2010,A052010,5.82,787,0.93,K
171,2023,A05,Melamor,1,2010,A052010,5.82,787,0.0,K
172,2024,A05,Melamor,1,2010,A052010,5.82,787,1.29,K
173,2021,A05,Melamor,1,2010,A052010,5.82,787,0.5,Ca
174,2022,A05,Melamor,1,2010,A052010,5.82,787,0.54,Ca
175,2023,A05,Melamor,1,2010,A052010,5.82,787,0.0,Ca
176,2024,A05,Melamor,1,2010,A052010,5.82,787,0.55,Ca
177,2021,A05,Melamor,1,2010,A052010,5.82,787,0.33,Mg
178,2022,A05,Melamor,1,2010,A052010,5.82,787,0.35,Mg
179,2023,A05,Melamor,1,2010,A052010,5.82,787,0.0,Mg
180,2024,A05,Melamor,1,2010,A052010,5.82,787,0.34,Mg
181,2021,A05,Melamor,1,2010,A052010,5.82,787,15.89,B
182,2022,A05,Melamor,1,2010,A052010,5.82,787,15.25,B
183,2023,A05,Melamor,1,2010,A052010,5.82,787,0.0,B
184,2024,A05,Melamor,1,2010,A052010,5.82,787,12.6,B
185,2021,A05,Melamor,1,2010,A052010,5.82,787,5.5,Cu
186,2022,A05,Melamor,1,2010,A052010,5.82,787,0.0,Cu
187,2023,A05,Melamor,1,2010,A052010,5.82,787,0.0,Cu
188,2024,A05,Melamor,1,2010,A052010,5.82,787,4.51,Cu
189,2021,A05,Melamor,1,2010,A052010,5.82,787,0.0,Zn
190,2022,A05,Melamor,1,2010,A052010,5.82,787,0.0,Zn
191,2023,A05,Melamor,1,2010,A052010,5.82,787,0.0,Zn
192,2024,A05,Melamor,1,2010,A052010,5.82,787,16.57,Zn
193,2021,A05,Melamor,1,2020,A052020,3.15,424,0.0,N
194,2022,A05,Melamor,1,2020,A052020,3.15,424,0.0,N
195,2023,A05,Melamor,1,2020,A052020,3.15,424,0.0,N
196,2024,A05,Melamor,1,2020,A052020,3.15,424,2.97,N
197,2021,A05,Melamor,1,2020,A052020,3.15,424,0.0,P
198,2022,A05,Melamor,1,2020,A052020,3.15,424,0.0,P
199,2023,A05,Melamor,1,2020,A052020,3.15,424,0.0,P
200,2024,A05,Melamor,1,2020,A052020,3.15,424,0.17,P
201,2021,A05,Melamor,1,2020,A052020,3.15,424,0.0,K
202,2022,A05,Melamor,1,2020,A052020,3.15,424,0.0,K
203,2023,A05,Melamor,1,2020,A052020,3.15,424,0.0,K
204,2024,A05,Melamor,1,2020,A052020,3.15,424,0.78,K
205,2021,A05,Melamor,1,2020,A052020,3.15,424,0.0,Ca
206,2022,A05,Melamor,1,2020,A052020,3.15,424,0.0,Ca
207,2023,A05,Melamor,1,2020,A052020,3.15,424,0.0,Ca
208,2024,A05,Melamor,1,2020,A052020,3.15,424,1.1,Ca
209,2021,A05,Melamor,1,2020,A052020,3.15,424,0.0,Mg
210,2022,A05,Melamor,1,2020,A052020,3.15,424,0.0,Mg
211,2023,A05,Melamor,1,2020,A052020,3.15,424,0.0,Mg
212,2024,A05,Melamor,1,2020,A052020,3.15,424,0.33,Mg
213,2021,A05,Melamor,1,2020,A052020,3.15,424,0.0,B
214,2022,A05,Melamor,1,2020,A052020,3.15,424,0.0,B
215,2023,A05,Melamor,1,2020,A052020,3.15,424,0.0,B
216,2024,A05,Melamor,1,2020,A052020,3.15,424,15.82,B
217,2021,A05,Melamor,1,2020,A052020,3.15,424,0.0,Cu
218,2022,A05,Melamor,1,2020,A052020,3.15,424,0.0,Cu
219,2023,A05,Melamor,1,2020,A052020,3.15,424,0.0,Cu
220,2024,A05,Melamor,1,2020,A052020,3.15,424,4.44,Cu
221,2021,A05,Melamor,1,2020,A052020,3.15,424,0.0,Zn
222,2022,A05,Melamor,1,2020,A052020,3.15,424,0.0,Zn
223,2023,A05,Melamor,1,2020,A052020,3.15,424,0.0,Zn
224,2024,A05,Melamor,1,2020,A052020,3.15,424,12.24,Zn
225,2021,A07,Melamor,2,2008,A072008,14.71,1748,2.39,N
226,2022,A07,Melamor,2,2008,A072008,14.71,1748,2.11,N
227,2023,A07,Melamor,2,2008,A072008,14.71,1748,2.21,N
228,2024,A07,Melamor,2,2008,A072008,14.71,1748,2.81,N
229,2021,A07,Melamor,2,2008,A072008,14.71,1748,0.17,P
230,2022,A07,Melamor,2,2008,A072008,14.71,1748,0.13,P
231,2023,A07,Melamor,2,2008,A072008,14.71,1748,0.15,P
232,2024,A07,Melamor,2,2008,A072008,14.71,1748,0.17,P
233,2021,A07,Melamor,2,2008,A072008,14.71,1748,0.89,K
234,2022,A07,Melamor,2,2008,A072008,14.71,1748,0.94,K
235,2023,A07,Melamor,2,2008,A072008,14.71,1748,0.9,K
236,2024,A07,Melamor,2,2008,A072008,14.71,1748,1.2,K
237,2021,A07,Melamor,2,2008,A072008,14.71,1748,0.48,Ca
238,2022,A07,Melamor,2,2008,A072008,14.71,1748,0.48,Ca
239,2023,A07,Melamor,2,2008,A072008,14.71,1748,0.52,Ca
240,2024,A07,Melamor,2,2008,A072008,14.71,1748,0.42,Ca
241,2021,A07,Melamor,2,2008,A072008,14.71,1748,0.29,Mg
242,2022,A07,Melamor,2,2008,A072008,14.71,1748,0.26,Mg
243,2023,A07,Melamor,2,2008,A072008,14.71,1748,0.3,Mg
244,2024,A07,Melamor,2,2008,A072008,14.71,1748,0.34,Mg
245,2021,A07,Melamor,2,2008,A072008,14.71,1748,16.18,B
246,2022,A07,Melamor,2,2008,A072008,14.71,1748,14.33,B
247,2023,A07,Melamor,2,2008,A072008,14.71,1748,18.54,B
248,2024,A07,Melamor,2,2008,A072008,14.71,1748,15.57,B
249,2021,A07,Melamor,2,2008,A072008,14.71,1748,4.78,Cu
250,2022,A07,Melamor,2,2008,A072008,14.71,1748,0.0,Cu
251,2023,A07,Melamor,2,2008,A072008,14.71,1748,0.0,Cu
252,2024,A07,Melamor,2,2008,A072008,14.71,1748,5.36,Cu
253,2021,A07,Melamor,2,2008,A072008,14.71,1748,0.0,Zn
254,2022,A07,Melamor,2,2008,A072008,14.71,1748,0.0,Zn
255,2023,A07,Melamor,2,2008,A072008,14.71,1748,0.0,Zn
256,2024,A07,Melamor,2,2008,A072008,14.71,1748,19.05,Zn
257,2021,A08,Melamor,2,2008,A082008,13.24,1615,2.66,N
258,2022,A08,Melamor,2,2008,A082008,13.24,1615,2.2,N
259,2023,A08,Melamor,2,2008,A082008,13.24,1615,2.24,N
260,2024,A08,Melamor,2,2008,A082008,13.24,1615,2.29,N
261,2021,A08,Melamor,2,2008,A082008,13.24,1615,0.19,P
262,2022,A08,Melamor,2,2008,A082008,13.24,1615,0.15,P
263,2023,A08,Melamor,2,2008,A082008,13.24,1615,0.16,P
264,2024,A08,Melamor,2,2008,A082008,13.24,1615,0.15,P
265,2021,A08,Melamor,2,2008,A082008,13.24,1615,1.24,K
266,2022,A08,Melamor,2,2008,A082008,13.24,1615,1.05,K
267,2023,A08,Melamor,2,2008,A082008,13.24,1615,0.96,K
268,2024,A08,Melamor,2,2008,A082008,13.24,1615,1.01,K
269,2021,A08,Melamor,2,2008,A082008,13.24,1615,0.44,Ca
270,2022,A08,Melamor,2,2008,A082008,13.24,1615,0.62,Ca
271,2023,A08,Melamor,2,2008,A082008,13.24,1615,0.53,Ca
272,2024,A08,Melamor,2,2008,A082008,13.24,1615,0.62,Ca
273,2021,A08,Melamor,2,2008,A082008,13.24,1615,0.29,Mg
274,2022,A08,Melamor,2,2008,A082008,13.24,1615,0.32,Mg
275,2023,A08,Melamor,2,2008,A082008,13.24,1615,0.28,Mg
276,2024,A08,Melamor,2,2008,A082008,13.24,1615,0.31,Mg
277,2021,A08,Melamor,2,2008,A082008,13.24,1615,16.76,B
278,2022,A08,Melamor,2,2008,A082008,13.24,1615,14.96,B
279,2023,A08,Melamor,2,2008,A082008,13.24,1615,20.88,B
280,2024,A08,Melamor,2,2008,A082008,13.24,1615,7.88,B
281,2021,A08,Melamor,2,2008,A082008,13.24,1615,5.06,Cu
282,2022,A08,Melamor,2,2008,A082008,13.24,1615,0.0,Cu
283,2023,A08,Melamor,2,2008,A082008,13.24,1615,0.0,Cu
284,2024,A08,Melamor,2,2008,A082008,13.24,1615,8.08,Cu
285,2021,A08,Melamor,2,2008,A082008,13.24,1615,0.0,Zn
286,2022,A08,Melamor,2,2008,A082008,13.24,1615,0.0,Zn
287,2023,A08,Melamor,2,2008,A082008,13.24,1615,0.0,Zn
288,2024,A08,Melamor,2,2008,A082008,13.24,1615,16.63,Zn
289,2021,A09,Melamor,2,2008,A092008,15.29,2041,2.59,N
290,2022,A09,Melamor,2,2008,A092008,15.29,2041,2.32,N
291,2023,A09,Melamor,2,2008,A092008,15.29,2041,2.1,N
292,2024,A09,Melamor,2,2008,A092008,15.29,2041,2.52,N
293,2021,A09,Melamor,2,2008,A092008,15.29,2041,0.18,P
294,2022,A09,Melamor,2,2008,A092008,15.29,2041,0.16,P
295,2023,A09,Melamor,2,2008,A092008,15.29,2041,0.15,P
296,2024,A09,Melamor,2,2008,A092008,15.29,2041,0.15,P
297,2021,A09,Melamor,2,2008,A092008,15.29,2041,1.07,K
298,2022,A09,Melamor,2,2008,A092008,15.29,2041,0.81,K
299,2023,A09,Melamor,2,2008,A092008,15.29,2041,0.96,K
300,2024,A09,Melamor,2,2008,A092008,15.29,2041,1.17,K
301,2021,A09,Melamor,2,2008,A092008,15.29,2041,0.53,Ca
302,2022,A09,Melamor,2,2008,A092008,15.29,2041,0.72,Ca
303,2023,A09,Melamor,2,2008,A092008,15.29,2041,0.44,Ca
304,2024,A09,Melamor,2,2008,A092008,15.29,2041,0.54,Ca
305,2021,A09,Melamor,2,2008,A092008,15.29,2041,0.27,Mg
306,2022,A09,Melamor,2,2008,A092008,15.29,2041,0.34,Mg
307,2023,A09,Melamor,2,2008,A092008,15.29,2041,0.29,Mg
308,2024,A09,Melamor,2,2008,A092008,15.29,2041,0.34,Mg
309,2021,A09,Melamor,2,2008,A092008,15.29,2041,14.07,B
310,2022,A09,Melamor,2,2008,A092008,15.29,2041,12.6,B
311,2023,A09,Melamor,2,2008,A092008,15.29,2041,19.49,B
312,2024,A09,Melamor,2,2008,A092008,15.29,2041,14.31,B
313,2021,A09,Melamor,2,2008,A092008,15.29,2041,6.27,Cu
314,2022,A09,Melamor,2,2008,A092008,15.29,2041,0.0,Cu
315,2023,A09,Melamor,2,2008,A092008,15.29,2041,0.0,Cu
316,2024,A09,Melamor,2,2008,A092008,15.29,2041,3.97,Cu
317,2021,A09,Melamor,2,2008,A092008,15.29,2041,0.0,Zn
318,2022,A09,Melamor,2,2008,A092008,15.29,2041,0.0,Zn
319,2023,A09,Melamor,2,2008,A092008,15.29,2041,0.0,Zn
320,2024,A09,Melamor,2,2008,A092008,15.29,2041,13.95,Zn
321,2021,A10,Melamor,2,2008,A102008,14.43,1734,2.51,N
322,2022,A10,Melamor,2,2008,A102008,14.43,1734,2.61,N
323,2023,A10,Melamor,2,2008,A102008,14.43,1734,2.1,N
324,2024,A10,Melamor,2,2008,A102008,14.43,1734,2.62,N
325,2021,A10,Melamor,2,2008,A102008,14.43,1734,0.17,P
326,2022,A10,Melamor,2,2008,A102008,14.43,1734,0.15,P
327,2023,A10,Melamor,2,2008,A102008,14.43,1734,0.15,P
328,2024,A10,Melamor,2,2008,A102008,14.43,1734,0.16,P
329,2021,A10,Melamor,2,2008,A102008,14.43,1734,1.06,K
330,2022,A10,Melamor,2,2008,A102008,14.43,1734,0.96,K
331,2023,A10,Melamor,2,2008,A102008,14.43,1734,0.96,K
332,2024,A10,Melamor,2,2008,A102008,14.43,1734,0.97,K
333,2021,A10,Melamor,2,2008,A102008,14.43,1734,0.51,Ca
334,2022,A10,Melamor,2,2008,A102008,14.43,1734,0.53,Ca
335,2023,A10,Melamor,2,2008,A102008,14.43,1734,0.44,Ca
336,2024,A10,Melamor,2,2008,A102008,14.43,1734,0.45,Ca
337,2021,A10,Melamor,2,2008,A102008,14.43,1734,0.33,Mg
338,2022,A10,Melamor,2,2008,A102008,14.43,1734,0.3,Mg
339,2023,A10,Melamor,2,2008,A102008,14.43,1734,0.29,Mg
340,2024,A10,Melamor,2,2008,A102008,14.43,1734,0.41,Mg
341,2021,A10,Melamor,2,2008,A102008,14.43,1734,14.9,B
342,2022,A10,Melamor,2,2008,A102008,14.43,1734,14.7,B
343,2023,A10,Melamor,2,2008,A102008,14.43,1734,19.49,B
344,2024,A10,Melamor,2,2008,A102008,14.43,1734,11.86,B
345,2021,A10,Melamor,2,2008,A102008,14.43,1734,4.64,Cu
346,2022,A10,Melamor,2,2008,A102008,14.43,1734,0.0,Cu
347,2023,A10,Melamor,2,2008,A102008,14.43,1734,0.0,Cu
348,2024,A10,Melamor,2,2008,A102008,14.43,1734,6.44,Cu
349,2021,A10,Melamor,2,2008,A102008,14.43,1734,0.0,Zn
350,2022,A10,Melamor,2,2008,A102008,14.43,1734,0.0,Zn
351,2023,A10,Melamor,2,2008,A102008,14.43,1734,0.0,Zn
352,2024,A10,Melamor,2,2008,A102008,14.43,1734,17.13,Zn
353,2021,A11,Melamor,2,2008,A112008,20.45,2851,2.47,N
354,2022,A11,Melamor,2,2008,A112008,20.45,2851,2.19,N
355,2023,A11,Melamor,2,2008,A112008,20.45,2851,2.1,N
356,2024,A11,Melamor,2,2008,A112008,20.45,2851,2.25,N
357,2021,A11,Melamor,2,2008,A112008,20.45,2851,0.17,P
358,2022,A11,Melamor,2,2008,A112008,20.45,2851,0.15,P
359,2023,A11,Melamor,2,2008,A112008,20.45,2851,0.15,P
360,2024,A11,Melamor,2,2008,A112008,20.45,2851,0.13,P
361,2021,A11,Melamor,2,2008,A112008,20.45,2851,1.33,K
362,2022,A11,Melamor,2,2008,A112008,20.45,2851,0.7,K
363,2023,A11,Melamor,2,2008,A112008,20.45,2851,1.03,K
364,2024,A11,Melamor,2,2008,A112008,20.45,2851,0.8,K
365,2021,A11,Melamor,2,2008,A112008,20.45,2851,0.39,Ca
366,2022,A11,Melamor,2,2008,A112008,20.45,2851,0.58,Ca
367,2023,A11,Melamor,2,2008,A112008,20.45,2851,0.42,Ca
368,2024,A11,Melamor,2,2008,A112008,20.45,2851,0.56,Ca
369,2021,A11,Melamor,2,2008,A112008,20.45,2851,0.25,Mg
370,2022,A11,Melamor,2,2008,A112008,20.45,2851,0.37,Mg
371,2023,A11,Melamor,2,2008,A112008,20.45,2851,0.32,Mg
372,2024,A11,Melamor,2,2008,A112008,20.45,2851,0.48,Mg
373,2021,A11,Melamor,2,2008,A112008,20.45,2851,12.95,B
374,2022,A11,Melamor,2,2008,A112008,20.45,2851,17.55,B
375,2023,A11,Melamor,2,2008,A112008,20.45,2851,18.16,B
376,2024,A11,Melamor,2,2008,A112008,20.45,2851,17.32,B
377,2021,A11,Melamor,2,2008,A112008,20.45,2851,8.38,Cu
378,2022,A11,Melamor,2,2008,A112008,20.45,2851,0.0,Cu
379,2023,A11,Melamor,2,2008,A112008,20.45,2851,0.0,Cu
380,2024,A11,Melamor,2,2008,A112008,20.45,2851,4.43,Cu
381,2021,A11,Melamor,2,2008,A112008,20.45,2851,0.0,Zn
382,2022,A11,Melamor,2,2008,A112008,20.45,2851,0.0,Zn
383,2023,A11,Melamor,2,2008,A112008,20.45,2851,0.0,Zn
384,2024,A11,Melamor,2,2008,A112008,20.45,2851,14.45,Zn
385,2021,A11,Melamor,2,2020,A112020,0.77,158,0.0,N
