id,tahun,blok,estate,divisi,tahun_tanam,blok_tt,luas,pokok,lsu,unsur_hara
3242,2022,C10,Sedadung,2,2008,C102008,19.51,2415,1.08,K
3243,2023,C10,Sedadung,2,2008,C102008,19.51,2415,1.01,K
3244,2024,C10,Sedadung,2,2008,C102008,19.51,2415,0.86,K
3245,2021,C10,Sedadung,2,2008,C102008,19.51,2415,0.38,Ca
3246,2022,C10,Sedadung,2,2008,C102008,19.51,2415,0.62,Ca
3247,2023,C10,Sedadung,2,2008,C102008,19.51,2415,0.57,Ca
3248,2024,C10,Sedadung,2,2008,C102008,19.51,2415,0.44,Ca
3249,2021,C10,Sedadung,2,2008,C102008,19.51,2415,0.23,Mg
3250,2022,C10,Sedadung,2,2008,C102008,19.51,2415,0.31,Mg
3251,2023,C10,Sedadung,2,2008,C102008,19.51,2415,0.27,Mg
3252,2024,C10,Sedadung,2,2008,C102008,19.51,2415,0.26,Mg
3253,2021,C10,Sedadung,2,2008,C102008,19.51,2415,13.94,B
3254,2022,C10,Sedadung,2,2008,C102008,19.51,2415,14.9,B
3255,2023,C10,Sedadung,2,2008,C102008,19.51,2415,18.18,B
3256,2024,C10,Sedadung,2,2008,C102008,19.51,2415,20.09,B
3257,2021,C10,Sedadung,2,2008,C102008,19.51,2415,5.24,Cu
3258,2022,C10,Sedadung,2,2008,C102008,19.51,2415,0.0,Cu
3259,2023,C10,Sedadung,2,2008,C102008,19.51,2415,0.0,Cu
3260,2024,C10,Sedadung,2,2008,C102008,19.51,2415,5.24,Cu
3261,2021,C10,Sedadung,2,2008,C102008,19.51,2415,0.0,Zn
3262,2022,C10,Sedadung,2,2008,C102008,19.51,2415,0.0,Zn
3263,2023,C10,Sedadung,2,2008,C102008,19.51,2415,0.0,Zn
3264,2024,C10,Sedadung,2,2008,C102008,19.51,2415,17.05,Zn
3265,2021,C10,Sedadung,2,2020,C102020,1.24,196,0.0,N
3266,2022,C10,Sedadung,2,2020,C102020,1.24,196,0.0,N
3267,2023,C10,Sedadung,2,2020,C102020,1.24,196,0.0,N
3268,2024,C10,Sedadung,2,2020,C102020,1.24,196,2.5,N
3269,2021,C10,Sedadung,2,2020,C102020,1.24,196,0.0,P
3270,2022,C10,Sedadung,2,2020,C102020,1.24,196,0.0,P
3271,2023,C10,Sedadung,2,2020,C102020,1.24,196,0.0,P
3272,2024,C10,Sedadung,2,2020,C102020,1.24,196,0.17,P
3273,2021,C10,Sedadung,2,2020,C102020,1.24,196,0.0,K
3274,2022,C10,Sedadung,2,2020,C102020,1.24,196,0.0,K
3275,2023,C10,Sedadung,2,2020,C102020,1.24,196,0.0,K
3276,2024,C10,Sedadung,2,2020,C102020,1.24,196,0.66,K
3277,2021,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Ca
3278,2022,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Ca
3279,2023,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Ca
3280,2024,C10,Sedadung,2,2020,C102020,1.24,196,0.96,Ca
3281,2021,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Mg
3282,2022,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Mg
3283,2023,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Mg
3284,2024,C10,Sedadung,2,2020,C102020,1.24,196,0.42,Mg
3285,2021,C10,Sedadung,2,2020,C102020,1.24,196,0.0,B
3286,2022,C10,Sedadung,2,2020,C102020,1.24,196,0.0,B
3287,2023,C10,Sedadung,2,2020,C102020,1.24,196,0.0,B
3288,2024,C10,Sedadung,2,2020,C102020,1.24,196,14.6,B
3289,2021,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Cu
3290,2022,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Cu
3291,2023,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Cu
3292,2024,C10,Sedadung,2,2020,C102020,1.24,196,4.67,Cu
3293,2021,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Zn
3294,2022,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Zn
3295,2023,C10,Sedadung,2,2020,C102020,1.24,196,0.0,Zn
3296,2024,C10,Sedadung,2,2020,C102020,1.24,196,26.91,Zn
3297,2021,C11,Sedadung,1,2008,C112008,19.67,2613,2.75,N
3298,2022,C11,Sedadung,1,2008,C112008,19.67,2613,2.49,N
3299,2023,C11,Sedadung,1,2008,C112008,19.67,2613,2.56,N
3300,2024,C11,Sedadung,1,2008,C112008,19.67,2613,2.29,N
3301,2021,C11,Sedadung,1,2008,C112008,19.67,2613,0.18,P
3302,2022,C11,Sedadung,1,2008,C112008,19.67,2613,0.18,P
3303,2023,C11,Sedadung,1,2008,C112008,19.67,2613,0.16,P
3304,2024,C11,Sedadung,1,2008,C112008,19.67,2613,0.13,P
3305,2021,C11,Sedadung,1,2008,C112008,19.67,2613,1.06,K
3306,2022,C11,Sedadung,1,2008,C112008,19.67,2613,1.04,K
3307,2023,C11,Sedadung,1,2008,C112008,19.67,2613,0.94,K
3308,2024,C11,Sedadung,1,2008,C112008,19.67,2613,1.44,K
3309,2021,C11,Sedadung,1,2008,C112008,19.67,2613,0.59,Ca
3310,2022,C11,Sedadung,1,2008,C112008,19.67,2613,0.42,Ca
3311,2023,C11,Sedadung,1,2008,C112008,19.67,2613,0.48,Ca
3312,2024,C11,Sedadung,1,2008,C112008,19.67,2613,0.63,Ca
3313,2021,C11,Sedadung,1,2008,C112008,19.67,2613,0.26,Mg
3314,2022,C11,Sedadung,1,2008,C112008,19.67,2613,0.31,Mg
3315,2023,C11,Sedadung,1,2008,C112008,19.67,2613,0.33,Mg
3316,2024,C11,Sedadung,1,2008,C112008,19.67,2613,0.31,Mg
3317,2021,C11,Sedadung,1,2008,C112008,19.67,2613,18.05,B
3318,2022,C11,Sedadung,1,2008,C112008,19.67,2613,12.6,B
3319,2023,C11,Sedadung,1,2008,C112008,19.67,2613,18.01,B
3320,2024,C11,Sedadung,1,2008,C112008,19.67,2613,16.53,B
3321,2021,C11,Sedadung,1,2008,C112008,19.67,2613,6.86,Cu
3322,2022,C11,Sedadung,1,2008,C112008,19.67,2613,0.0,Cu
3323,2023,C11,Sedadung,1,2008,C112008,19.67,2613,0.0,Cu
3324,2024,C11,Sedadung,1,2008,C112008,19.67,2613,4.01,Cu
3325,2021,C11,Sedadung,1,2008,C112008,19.67,2613,0.0,Zn
3326,2022,C11,Sedadung,1,2008,C112008,19.67,2613,0.0,Zn
3327,2023,C11,Sedadung,1,2008,C112008,19.67,2613,0.0,Zn
3328,2024,C11,Sedadung,1,2008,C112008,19.67,2613,15.31,Zn
3329,2021,C11,Sedadung,1,2020,C112020,0.5,73,0.0,N
3330,2022,C11,Sedadung,1,2020,C112020,0.5,73,0.0,N
3331,2023,C11,Sedadung,1,2020,C112020,0.5,73,0.0,N
3332,2024,C11,Sedadung,1,2020,C112020,0.5,73,2.34,N
3333,2021,C11,Sedadung,1,2020,C112020,0.5,73,0.0,P
3334,2022,C11,Sedadung,1,2020,C112020,0.5,73,0.0,P
3335,2023,C11,Sedadung,1,2020,C112020,0.5,73,0.0,P
3336,2024,C11,Sedadung,1,2020,C112020,0.5,73,0.14,P
3337,2021,C11,Sedadung,1,2020,C112020,0.5,73,0.0,K
3338,2022,C11,Sedadung,1,2020,C112020,0.5,73,0.0,K
3339,2023,C11,Sedadung,1,2020,C112020,0.5,73,0.0,K
3340,2024,C11,Sedadung,1,2020,C112020,0.5,73,1.61,K
3341,2021,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Ca
3342,2022,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Ca
3343,2023,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Ca
3344,2024,C11,Sedadung,1,2020,C112020,0.5,73,1.0,Ca
3345,2021,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Mg
3346,2022,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Mg
3347,2023,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Mg
3348,2024,C11,Sedadung,1,2020,C112020,0.5,73,0.32,Mg
3349,2021,C11,Sedadung,1,2020,C112020,0.5,73,0.0,B
3350,2022,C11,Sedadung,1,2020,C112020,0.5,73,0.0,B
3351,2023,C11,Sedadung,1,2020,C112020,0.5,73,0.0,B
3352,2024,C11,Sedadung,1,2020,C112020,0.5,73,13.95,B
3353,2021,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Cu
3354,2022,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Cu
3355,2023,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Cu
3356,2024,C11,Sedadung,1,2020,C112020,0.5,73,3.23,Cu
3357,2021,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Zn
3358,2022,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Zn
3359,2023,C11,Sedadung,1,2020,C112020,0.5,73,0.0,Zn
3360,2024,C11,Sedadung,1,2020,C112020,0.5,73,13.18,Zn
3361,2021,C12,Sedadung,1,2008,C122008,23.35,3154,2.92,N
3362,2022,C12,Sedadung,1,2008,C122008,23.35,3154,2.61,N
3363,2023,C12,Sedadung,1,2008,C122008,23.35,3154,1.85,N
3364,2024,C12,Sedadung,1,2008,C122008,23.35,3154,2.39,N
3365,2021,C12,Sedadung,1,2008,C122008,23.35,3154,0.19,P
3366,2022,C12,Sedadung,1,2008,C122008,23.35,3154,0.18,P
3367,2023,C12,Sedadung,1,2008,C122008,23.35,3154,0.17,P
3368,2024,C12,Sedadung,1,2008,C122008,23.35,3154,0.17,P
3369,2021,C12,Sedadung,1,2008,C122008,23.35,3154,1.28,K
3370,2022,C12,Sedadung,1,2008,C122008,23.35,3154,1.22,K
3371,2023,C12,Sedadung,1,2008,C122008,23.35,3154,0.97,K
3372,2024,C12,Sedadung,1,2008,C122008,23.35,3154,0.87,K
3373,2021,C12,Sedadung,1,2008,C122008,23.35,3154,0.49,Ca
3374,2022,C12,Sedadung,1,2008,C122008,23.35,3154,0.42,Ca
3375,2023,C12,Sedadung,1,2008,C122008,23.35,3154,0.82,Ca
3376,2024,C12,Sedadung,1,2008,C122008,23.35,3154,0.72,Ca
3377,2021,C12,Sedadung,1,2008,C122008,23.35,3154,0.3,Mg
3378,2022,C12,Sedadung,1,2008,C122008,23.35,3154,0.36,Mg
3379,2023,C12,Sedadung,1,2008,C122008,23.35,3154,0.32,Mg
3380,2024,C12,Sedadung,1,2008,C122008,23.35,3154,0.37,Mg
3381,2021,C12,Sedadung,1,2008,C122008,23.35,3154,16.52,B
3382,2022,C12,Sedadung,1,2008,C122008,23.35,3154,14.06,B
3383,2023,C12,Sedadung,1,2008,C122008,23.35,3154,16.07,B
3384,2024,C12,Sedadung,1,2008,C122008,23.35,3154,10.1,B
3385,2021,C12,Sedadung,1,2008,C122008,23.35,3154,7.52,Cu
3386,2022,C12,Sedadung,1,2008,C122008,23.35,3154,0.0,Cu
3387,2023,C12,Sedadung,1,2008,C122008,23.35,3154,0.0,Cu
3388,2024,C12,Sedadung,1,2008,C122008,23.35,3154,7.45,Cu
3389,2021,C12,Sedadung,1,2008,C122008,23.35,3154,0.0,Zn
3390,2022,C12,Sedadung,1,2008,C122008,23.35,3154,0.0,Zn
3391,2023,C12,Sedadung,1,2008,C122008,23.35,3154,0.0,Zn
3392,2024,C12,Sedadung,1,2008,C122008,23.35,3154,18.69,Zn
3393,2021,C14,Sedadung,1,2008,C142008,17.07,2033,1.93,N
3394,2022,C14,Sedadung,1,2008,C142008,17.07,2033,2.06,N
3395,2023,C14,Sedadung,1,2008,C142008,17.07,2033,2.29,N
3396,2024,C14,Sedadung,1,2008,C142008,17.07,2033,2.46,N
3397,2021,C14,Sedadung,1,2008,C142008,17.07,2033,0.16,P
3398,2022,C14,Sedadung,1,2008,C142008,17.07,2033,0.17,P
3399,2023,C14,Sedadung,1,2008,C142008,17.07,2033,0.16,P
3400,2024,C14,Sedadung,1,2008,C142008,17.07,2033,0.15,P
3401,2021,C14,Sedadung,1,2008,C142008,17.07,2033,1.69,K
3402,2022,C14,Sedadung,1,2008,C142008,17.07,2033,1.09,K
3403,2023,C14,Sedadung,1,2008,C142008,17.07,2033,1.09,K
3404,2024,C14,Sedadung,1,2008,C142008,17.07,2033,1.04,K
3405,2021,C14,Sedadung,1,2008,C142008,17.07,2033,0.43,Ca
3406,2022,C14,Sedadung,1,2008,C142008,17.07,2033,0.5,Ca
3407,2023,C14,Sedadung,1,2008,C142008,17.07,2033,0.52,Ca
3408,2024,C14,Sedadung,1,2008,C142008,17.07,2033,0.66,Ca
3409,2021,C14,Sedadung,1,2008,C142008,17.07,2033,0.32,Mg
3410,2022,C14,Sedadung,1,2008,C142008,17.07,2033,0.38,Mg
3411,2023,C14,Sedadung,1,2008,C142008,17.07,2033,0.31,Mg
3412,2024,C14,Sedadung,1,2008,C142008,17.07,2033,0.3,Mg
3413,2021,C14,Sedadung,1,2008,C142008,17.07,2033,16.39,B
3414,2022,C14,Sedadung,1,2008,C142008,17.07,2033,16.12,B
3415,2023,C14,Sedadung,1,2008,C142008,17.07,2033,19.11,B
3416,2024,C14,Sedadung,1,2008,C142008,17.07,2033,9.11,B
3417,2021,C14,Sedadung,1,2008,C142008,17.07,2033,5.7,Cu
3418,2022,C14,Sedadung,1,2008,C142008,17.07,2033,0.0,Cu
3419,2023,C14,Sedadung,1,2008,C142008,17.07,2033,0.0,Cu
3420,2024,C14,Sedadung,1,2008,C142008,17.07,2033,4.22,Cu
3421,2021,C14,Sedadung,1,2008,C142008,17.07,2033,0.0,Zn
3422,2022,C14,Sedadung,1,2008,C142008,17.07,2033,0.0,Zn
3423,2023,C14,Sedadung,1,2008,C142008,17.07,2033,0.0,Zn
3424,2024,C14,Sedadung,1,2008,C142008,17.07,2033,14.3,Zn
3425,2021,C15,Sedadung,2,2008,C152008,18.17,2333,2.59,N
3426,2022,C15,Sedadung,2,2008,C152008,18.17,2333,2.81,N
3427,2023,C15,Sedadung,2,2008,C152008,18.17,2333,2.3,N
3428,2024,C15,Sedadung,2,2008,C152008,18.17,2333,2.51,N
3429,2021,C15,Sedadung,2,2008,C152008,18.17,2333,0.17,P
3430,2022,C15,Sedadung,2,2008,C152008,18.17,2333,0.19,P
3431,2023,C15,Sedadung,2,2008,C152008,18.17,2333,0.17,P
3432,2024,C15,Sedadung,2,2008,C152008,18.17,2333,0.17,P
3433,2021,C15,Sedadung,2,2008,C152008,18.17,2333,0.99,K
3434,2022,C15,Sedadung,2,2008,C152008,18.17,2333,1.24,K
3435,2023,C15,Sedadung,2,2008,C152008,18.17,2333,1.01,K
3436,2024,C15,Sedadung,2,2008,C152008,18.17,2333,1.04,K
3437,2021,C15,Sedadung,2,2008,C152008,18.17,2333,0.62,Ca
3438,2022,C15,Sedadung,2,2008,C152008,18.17,2333,0.44,Ca
3439,2023,C15,Sedadung,2,2008,C152008,18.17,2333,0.61,Ca
3440,2024,C15,Sedadung,2,2008,C152008,18.17,2333,0.57,Ca
3441,2021,C15,Sedadung,2,2008,C152008,18.17,2333,0.33,Mg
3442,2022,C15,Sedadung,2,2008,C152008,18.17,2333,0.34,Mg
3443,2023,C15,Sedadung,2,2008,C152008,18.17,2333,0.29,Mg
3444,2024,C15,Sedadung,2,2008,C152008,18.17,2333,0.36,Mg
3445,2021,C15,Sedadung,2,2008,C152008,18.17,2333,17.25,B
3446,2022,C15,Sedadung,2,2008,C152008,18.17,2333,15.93,B
3447,2023,C15,Sedadung,2,2008,C152008,18.17,2333,17.85,B
3448,2024,C15,Sedadung,2,2008,C152008,18.17,2333,16.32,B
3449,2021,C15,Sedadung,2,2008,C152008,18.17,2333,4.01,Cu
3450,2022,C15,Sedadung,2,2008,C152008,18.17,2333,0.0,Cu
3451,2023,C15,Sedadung,2,2008,C152008,18.17,2333,0.0,Cu
3452,2024,C15,Sedadung,2,2008,C152008,18.17,2333,5.93,Cu
3453,2021,C15,Sedadung,2,2008,C152008,18.17,2333,0.0,Zn
3454,2022,C15,Sedadung,2,2008,C152008,18.17,2333,0.0,Zn
3455,2023,C15,Sedadung,2,2008,C152008,18.17,2333,0.0,Zn
3456,2024,C15,Sedadung,2,2008,C152008,18.17,2333,17.66,Zn
3457,2021,C16,Sedadung,2,2008,C162008,1.47e+16,1980,3.0,N
3458,2022,C16,Sedadung,2,2008,C162008,1.47e+16,1980,2.4,N
3459,2023,C16,Sedadung,2,2008,C162008,1.47e+16,1980,2.12,N
3460,2024,C16,Sedadung,2,2008,C162008,1.47e+16,1980,2.57,N
3461,2021,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.17,P
3462,2022,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.18,P
3463,2023,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.15,P
3464,2024,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.17,P
3465,2021,C16,Sedadung,2,2008,C162008,1.47e+16,1980,1.05,K
3466,2022,C16,Sedadung,2,2008,C162008,1.47e+16,1980,1.2,K
3467,2023,C16,Sedadung,2,2008,C162008,1.47e+16,1980,1.05,K
3468,2024,C16,Sedadung,2,2008,C162008,1.47e+16,1980,1.1,K
3469,2021,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.55,Ca
3470,2022,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.53,Ca
3471,2023,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.65,Ca
3472,2024,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.59,Ca
3473,2021,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.27,Mg
3474,2022,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.32,Mg
3475,2023,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.33,Mg
3476,2024,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.31,Mg
3477,2021,C16,Sedadung,2,2008,C162008,1.47e+16,1980,17.19,B
3478,2022,C16,Sedadung,2,2008,C162008,1.47e+16,1980,14.99,B
3479,2023,C16,Sedadung,2,2008,C162008,1.47e+16,1980,13.63,B
3480,2024,C16,Sedadung,2,2008,C162008,1.47e+16,1980,10.06,B
3481,2021,C16,Sedadung,2,2008,C162008,1.47e+16,1980,7.28,Cu
3482,2022,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.0,Cu
3483,2023,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.0,Cu
3484,2024,C16,Sedadung,2,2008,C162008,1.47e+16,1980,6.07,Cu
3485,2021,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.0,Zn
3486,2022,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.0,Zn
3487,2023,C16,Sedadung,2,2008,C162008,1.47e+16,1980,0.0,Zn
3488,2024,C16,Sedadung,2,2008,C162008,1.47e+16,1980,17.58,Zn
3489,2021,C17,Sedadung,2,2008,C172008,35.44,4785,2.56,N
3490,2022,C17,Sedadung,2,2008,C172008,35.44,4785,2.61,N
3491,2023,C17,Sedadung,2,2008,C172008,35.44,4785,2.02,N
3492,2024,C17,Sedadung,2,2008,C172008,35.44,4785,2.39,N
3493,2021,C17,Sedadung,2,2008,C172008,35.44,4785,0.17,P
3494,2022,C17,Sedadung,2,2008,C172008,35.44,4785,0.18,P
3495,2023,C17,Sedadung,2,2008,C172008,35.44,4785,0.15,P
3496,2024,C17,Sedadung,2,2008,C172008,35.44,4785,0.16,P
3497,2021,C17,Sedadung,2,2008,C172008,35.44,4785,1.12,K
3498,2022,C17,Sedadung,2,2008,C172008,35.44,4785,1.02,K
3499,2023,C17,Sedadung,2,2008,C172008,35.44,4785,0.93,K
3500,2024,C17,Sedadung,2,2008,C172008,35.44,4785,0.88,K
3501,2021,C17,Sedadung,2,2008,C172008,35.44,4785,0.41,Ca
3502,2022,C17,Sedadung,2,2008,C172008,35.44,4785,0.74,Ca
3503,2023,C17,Sedadung,2,2008,C172008,35.44,4785,0.6,Ca
3504,2024,C17,Sedadung,2,2008,C172008,35.44,4785,0.46,Ca
3505,2021,C17,Sedadung,2,2008,C172008,35.44,4785,0.31,Mg
3506,2022,C17,Sedadung,2,2008,C172008,35.44,4785,0.36,Mg
3507,2023,C17,Sedadung,2,2008,C172008,35.44,4785,0.33,Mg
3508,2024,C17,Sedadung,2,2008,C172008,35.44,4785,0.27,Mg
3509,2021,C17,Sedadung,2,2008,C172008,35.44,4785,16.8,B
3510,2022,C17,Sedadung,2,2008,C172008,35.44,4785,16.87,B
3511,2023,C17,Sedadung,2,2008,C172008,35.44,4785,16.65,B
3512,2024,C17,Sedadung,2,2008,C172008,35.44,4785,21.98,B
3513,2021,C17,Sedadung,2,2008,C172008,35.44,4785,5.21,Cu
3514,2022,C17,Sedadung,2,2008,C172008,35.44,4785,0.0,Cu
3515,2023,C17,Sedadung,2,2008,C172008,35.44,4785,0.0,Cu
3516,2024,C17,Sedadung,2,2008,C172008,35.44,4785,4.8,Cu
3517,2021,C17,Sedadung,2,2008,C172008,35.44,4785,0.0,Zn
3518,2022,C17,Sedadung,2,2008,C172008,35.44,4785,0.0,Zn
3519,2023,C17,Sedadung,2,2008,C172008,35.44,4785,0.0,Zn
3520,2024,C17,Sedadung,2,2008,C172008,35.44,4785,17.79,Zn
3521,2021,C17,Sedadung,2,2020,C172020,1.58,243,0.0,N
3522,2022,C17,Sedadung,2,2020,C172020,1.58,243,0.0,N
3523,2023,C17,Sedadung,2,2020,C172020,1.58,243,0.0,N
3524,2024,C17,Sedadung,2,2020,C172020,1.58,243,1.95,N
3525,2021,C17,Sedadung,2,2020,C172020,1.58,243,0.0,P
3526,2022,C17,Sedadung,2,2020,C172020,1.58,243,0.0,P
3527,2023,C17,Sedadung,2,2020,C172020,1.58,243,0.0,P
3528,2024,C17,Sedadung,2,2020,C172020,1.58,243,0.11,P
3529,2021,C17,Sedadung,2,2020,C172020,1.58,243,0.0,K
3530,2022,C17,Sedadung,2,2020,C172020,1.58,243,0.0,K
3531,2023,C17,Sedadung,2,2020,C172020,1.58,243,0.0,K
3532,2024,C17,Sedadung,2,2020,C172020,1.58,243,0.43,K
3533,2021,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Ca
3534,2022,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Ca
3535,2023,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Ca
3536,2024,C17,Sedadung,2,2020,C172020,1.58,243,1.08,Ca
3537,2021,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Mg
3538,2022,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Mg
3539,2023,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Mg
3540,2024,C17,Sedadung,2,2020,C172020,1.58,243,0.42,Mg
3541,2021,C17,Sedadung,2,2020,C172020,1.58,243,0.0,B
3542,2022,C17,Sedadung,2,2020,C172020,1.58,243,0.0,B
3543,2023,C17,Sedadung,2,2020,C172020,1.58,243,0.0,B
3544,2024,C17,Sedadung,2,2020,C172020,1.58,243,20.4,B
3545,2021,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Cu
3546,2022,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Cu
3547,2023,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Cu
3548,2024,C17,Sedadung,2,2020,C172020,1.58,243,3.64,Cu
3549,2021,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Zn
3550,2022,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Zn
3551,2023,C17,Sedadung,2,2020,C172020,1.58,243,0.0,Zn
3552,2024,C17,Sedadung,2,2020,C172020,1.58,243,12.45,Zn
3553,2021,C19,Sedadung,2,2009,C192009,22.85,3040,2.59,N
3554,2022,C19,Sedadung,2,2009,C192009,22.85,3040,2.68,N
3555,2023,C19,Sedadung,2,2009,C192009,22.85,3040,2.26,N
3556,2024,C19,Sedadung,2,2009,C192009,22.85,3040,2.47,N
3557,2021,C19,Sedadung,2,2009,C192009,22.85,3040,0.17,P
3558,2022,C19,Sedadung,2,2009,C192009,22.85,3040,0.18,P
3559,2023,C19,Sedadung,2,2009,C192009,22.85,3040,0.15,P
3560,2024,C19,Sedadung,2,2009,C192009,22.85,3040,0.16,P
3561,2021,C19,Sedadung,2,2009,C192009,22.85,3040,0.98,K
3562,2022,C19,Sedadung,2,2009,C192009,22.85,3040,1.25,K
3563,2023,C19,Sedadung,2,2009,C192009,22.85,3040,0.98,K
3564,2024,C19,Sedadung,2,2009,C192009,22.85,3040,1.15,K
3565,2021,C19,Sedadung,2,2009,C192009,22.85,3040,0.45,Ca
3566,2022,C19,Sedadung,2,2009,C192009,22.85,3040,0.52,Ca
3567,2023,C19,Sedadung,2,2009,C192009,22.85,3040,0.6,Ca
3568,2024,C19,Sedadung,2,2009,C192009,22.85,3040,0.6,Ca
3569,2021,C19,Sedadung,2,2009,C192009,22.85,3040,0.33,Mg
3570,2022,C19,Sedadung,2,2009,C192009,22.85,3040,0.35,Mg
3571,2023,C19,Sedadung,2,2009,C192009,22.85,3040,0.36,Mg
3572,2024,C19,Sedadung,2,2009,C192009,22.85,3040,0.37,Mg
3573,2021,C19,Sedadung,2,2009,C192009,22.85,3040,17.15,B
3574,2022,C19,Sedadung,2,2009,C192009,22.85,3040,14.63,B
3575,2023,C19,Sedadung,2,2009,C192009,22.85,3040,20.29,B
3576,2024,C19,Sedadung,2,2009,C192009,22.85,3040,14.54,B
3577,2021,C19,Sedadung,2,2009,C192009,22.85,3040,4.53,Cu
3578,2022,C19,Sedadung,2,2009,C192009,22.85,3040,0.0,Cu
3579,2023,C19,Sedadung,2,2009,C192009,22.85,3040,0.0,Cu
3580,2024,C19,Sedadung,2,2009,C192009,22.85,3040,5.42,Cu
3581,2021,C19,Sedadung,2,2009,C192009,22.85,3040,0.0,Zn
3582,2022,C19,Sedadung,2,2009,C192009,22.85,3040,0.0,Zn
3583,2023,C19,Sedadung,2,2009,C192009,22.85,3040,0.0,Zn
3584,2024,C19,Sedadung,2,2009,C192009,22.85,3040,20.42,Zn
3585,2021,C20,Sedadung,2,2008,C202008,2.822e+16,3795,2.8,N
3586,2022,C20,Sedadung,2,2008,C202008,2.822e+16,3795,2.5,N
3587,2023,C20,Sedadung,2,2008,C202008,2.822e+16,3795,2.35,N
3588,2024,C20,Sedadung,2,2008,C202008,2.822e+16,3795,2.71,N
3589,2021,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.18,P
3590,2022,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.16,P
3591,2023,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.15,P
3592,2024,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.17,P
3593,2021,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.96,K
3594,2022,C20,Sedadung,2,2008,C202008,2.822e+16,3795,1.26,K
3595,2023,C20,Sedadung,2,2008,C202008,2.822e+16,3795,1.08,K
3596,2024,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.91,K
3597,2021,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.52,Ca
3598,2022,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.5,Ca
3599,2023,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.52,Ca
3600,2024,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.38,Ca
3601,2021,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.34,Mg
3602,2022,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.29,Mg
3603,2023,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.31,Mg
3604,2024,C20,Sedadung,2,2008,C202008,2.822e+16,3795,0.32,Mg
3605,2021,C20,Sedadung,2,2008,C202008,2.822e+16,3795,14.11,B
3606,2022,C20,Sedadung,2,2008,C202008,2.822e+16,3795,15.15,B
